 "'AS-IS'"
 "--bootlegging"(L 378, off 50) 
 "original"(L 1095, off 40) (L 1553, off 53) 
 "owns"(L 1419, off 22) (L 1473, off 23) 
 "pace"(L 476, off 46) (L 597, off 48) 
 "page"(L 1683, off 48) (L 1701, off 9) 
 "painstakingly"(L 472, off 0) (L 1235, off 37) 
 "pale"(L 622, off 15) (L 1148, off 17) 
 "paradox"(L 42, off 42) (L 1038, off 58) 
 "particularly"(L 234, off 5) (L 1717, off 19) 
 "patient"(L 1114, off 47) (L 1131, off 27) 
 "patiently"(L 89, off 12) (L 451, off 57) 
 "perfection"(L 128, off 32) (L 328, off 9) 
 "perform"(L 1098, off 55) (L 1539, off 29) 
 "permitted"(L 1651, off 11) (L 1692, off 57) 
 "pgdp"(L 28, off 44) (L 1412, off 44) 
 "philosophers"(L 508, off 16) (L 1031, off 43) 
 "photostatic"(L 715, off 0) (L 725, off 38) 
 "phrased"(L 73, off 36) (L 83, off 25) 
 "physical"(L 1582, off 37) (L 1632, off 23) 
 "plea"(L 540, off 35) (L 1314, off 0) 
 "pointed"(L 622, off 0) (L 636, off 0) 
 "positive"(L 648, off 31) (L 709, off 43) 
 "preparations"(L 494, off 0) (L 1190, off 6) 
 "prepare"(L 1571, off 50) (L 1572, off 22) 
 "presentation"(L 612, off 0) (L 697, off 0) 
 "presented"(L 1293, off 15) (L 1297, off 13) 
 "pressed"(L 186, off 0) (L 680, off 27) 
 "pressure"(L 1166, off 14) (L 1249, off 52) 
 "priest"(L 966, off 30) (L 1225, off 37) 
 "printed"(L 1430, off 52) (L 1751, off 59) 
 "prison"(L 1285, off 43) (L 1359, off 28) 
 "problems"(L 387, off 47) (L 1110, off 27) 
 "proceeded"(L 476, off 22) (L 481, off 46) 
 "progress"(L 597, off 62) (L 1180, off 17) 
 "prominently"(L 1503, off 0) (L 1541, off 0) 
 "promoting"(L 1440, off 47) (L 1481, off 58) 
 "property"(L 1452, off 58) (L 1610, off 13) 
 "prospective"(L 53, off 18) (L 78, off 4) 
 "protect"(L 1424, off 33) (L 1440, off 3) 
 "puffy"(L 129, off 30) (L 1192, off 63) 
 "punishment"(L 483, off 8) (L 1280, off 59) 
 "quickly"(L 704, off 10) (L 735, off 59) 
 "radiographies"(L 837, off 52) (L 843, off 27) 
 "rational"(L 1078, off 25) (L 1080, off 52) 
 "re-use"(L 5, off 46) (L 1510, off 60) 
 "reaction"(L 784, off 17) (L 793, off 41) 
 "reactions"(L 1052, off 0) (L 1189, off 15) 
 "readable"(L 1670, off 28) (L 1715, off 30) 
 "reading"(L 382, off 36) (L 1450, off 8) 
 "ready"(L 289, off 34) (L 517, off 28) 
 "real"(L 1094, off 66) (L 1359, off 43) 
 "realities"(L 1046, off 13) (L 1047, off 8) 
 "reasonable"(L 1286, off 31) (L 1561, off 24) 
 "receipt"(L 1579, off 50) (L 1589, off 2) 
 "reconvened"(L 457, off 11) (L 1030, off 11) 
 "references"(L 1480, off 4) (L 1499, off 33) 
 "regard"(L 1130, off 14) (L 1357, off 26) 
 "regarded"(L 709, off 22) (L 764, off 62) 
 "relevant"(L 771, off 12) (L 1043, off 49) 
 "remember"(L 1216, off 8) (L 1223, off 0) 
 "removed"(L 1480, off 40) (L 1499, off 21) 
 "replace"(L 889, off 36) (L 1415, off 22) 
 "replaced"(L 1304, off 5) (L 1305, off 5) 
 "represent"(L 307, off 36) (L 323, off 41) 
 "reproductive"(L 914, off 54) (L 1342, off 44) 
 "request"(L 768, off 29) (L 1553, off 25) 
 "responsibilities"(L 1301, off 49) (L 1306, off 54) 
 "responsibility"(L 1280, off 40) (L 1289, off 34) 
 "rest"(L 594, off 43) (L 699, off 12) 
 "rob"(L 104, off 23) (L 1230, off 35) 
 "royalties"(L 1422, off 0) (L 1569, off 19) 
 "rules"(L 1422, off 19) (L 1428, off 26) 
 "ruling"(L 779, off 9) (L 1182, off 35) 
 "sardonically"(L 355, off 19) (L 621, off 51) 
 "sciences"(L 1064, off 34) (L 1391, off 16) 
 "seats"(L 460, off 40) (L 1083, off 36) 
 "sending"(L 863, off 51) (L 1630, off 58) 
 "serious"(L 242, off 15) (L 1390, off 55) 
 "shaggy"(L 67, off 39) (L 124, off 15) 
 "shall"(L 1650, off 10) (L 1652, off 52) 
 "shook"(L 426, off 5) (L 450, off 56) 
 "shot"(L 304, off 31) (L 771, off 40) 
 "shoulder"(L 908, off 25) (L 908, off 49) 
 "silent"(L 560, off 55) (L 1347, off 20) 
 "silently"(L 521, off 35) (L 1243, off 26) 
 "since"(L 263, off 38) (L 459, off 30) 
 "skilled"(L 374, off 0) (L 617, off 45) 
 "sodium"(L 1106, off 46) (L 1115, off 52) 
 "soft"(L 202, off 19) (L 1349, off 0) 
 "softly"(L 273, off 0) (L 1022, off 19) 
 "solicit"(L 1724, off 35) (L 1729, off 27) 
 "somehow"(L 157, off 14) (L 371, off 41) 
 "specialist"(L 781, off 31) (L 1105, off 47) 
 "specified"(L 1555, off 37) (L 1574, off 55) 
 "spectators"(L 465, off 16) (L 1084, off 57) 
 "speculation"(L 502, off 9) (L 1006, off 55) 
 "speculations"(L 1008, off 3) (L 1008, off 47) 
 "square"(L 294, off 37) (L 988, off 28) 
 "stability"(L 1038, off 21) (L 1117, off 11) 
 "staff"(L 944, off 41) (L 1736, off 59) 
 "stained"(L 801, off 25) (L 804, off 13) 
 "staring"(L 441, off 14) (L 1140, off 46) 
 "start"(L 177, off 20) (L 1757, off 12) 
 "stayed"(L 438, off 57) (L 1085, off 50) 
 "stiff"(L 122, off 30) (L 441, off 65) 
 "stop"(L 521, off 49) (L 690, off 54) 
 "studied"(L 124, off 34) (L 941, off 3) 
 "studying"(L 144, off 38) (L 513, off 48) 
 "subpoenas"(L 494, off 24) (L 495, off 41) 
 "substantially"(L 160, off 37) (L 259, off 25) 
 "suggest"(L 510, off 3) (L 675, off 23) 
 "surgeon"(L 505, off 37) (L 1097, off 49) 
 "surgery"(L 333, off 44) (L 925, off 0) 
 "sweat"(L 1148, off 4) (L 1192, off 30) 
 "takes"(L 473, off 16) (L 1722, off 55) 
 "talk"(L 367, off 48) (L 405, off 9) 
 "tantalum"(L 907, off 22) (L 907, off 48) 
 "technician"(L 1153, off 38) (L 1162, off 4) 
 "tension"(L 79, off 14) (L 1025, off 11) 
 "thereby"(L 1099, off 27) (L 1107, off 22) 
 "therefore"(L 1049, off 32) (L 1272, off 45) 
 "thing"(L 191, off 56) (L 572, off 18) 
 "think"(L 991, off 7) (L 1229, off 24) 
 "those"(L 446, off 23) (L 732, off 33) 
 "though"(L 859, off 48) (L 1356, off 15) 
 "thousand"(L 576, off 41) (L 1079, off 62) 
 "timing"(L 109, off 4) (L 576, off 21) 
 "tip"(L 284, off 23) (L 902, off 13) 
 "tomorrow"(L 251, off 26) (L 1143, off 39) 
 "transcends"(L 1053, off 13) (L 1351, off 57) 
 "triumph"(L 340, off 17) (L 1253, off 48) 
 "two-bit"(L 179, off 47) (L 206, off 10) 
 "variety"(L 828, off 14) (L 1670, off 51) 
 "victim's"(L 791, off 32) (L 792, off 36) 
 "viewer"(L 441, off 29) (L 446, off 0) 
 "violates"(L 1343, off 47) (L 1649, off 0) 
 "visit"(L 1727, off 6) (L 1741, off 15) 
 "waiting"(L 218, off 19) (L 459, off 0) 
 "want"(L 545, off 9) (L 1387, off 23) 
 "watch"(L 520, off 13) (L 922, off 31) 
 "whatsoever"(L 5, off 0) (L 1510, off 15) 
 "wheezed"(L 159, off 21) (L 554, off 9) 
 "while"(L 493, off 4) (L 600, off 37) 
 "wide"(L 117, off 17) (L 1712, off 61) 
 "widest"(L 1670, off 44) (L 1715, off 62) 
 "wife"(L 262, off 4) (L 1305, off 50) 
 "win"(L 357, off 18) (L 359, off 7) 
 "wind"(L 545, off 25) (L 1258, off 18) 
 "won't"(L 230, off 14) (L 510, off 38) 
 "wonder"(L 1214, off 55) (L 1295, off 3) 
 "word"(L 1125, off 38) (L 1547, off 4) 
 "working"(L 260, off 5) (L 299, off 51) 
 "world's"(L 43, off 31) (L 1037, off 56) 
 "worlds"(L 1045, off 42) (L 1390, off 36) 
 "worried"(L 121, off 9) (L 135, off 9) 
 "wouldn't"(L 162, off 10) (L 447, off 43) 
 "wreckage"(L 854, off 4) (L 1284, off 34) 
 "wrinkled"(L 138, off 40) (L 1257, off 41) 
 "year"(L 436, off 6) (L 842, off 0) 
 "you'll"(L 7, off 65) (L 1513, off 17) 
 "you're"(L 136, off 0) (L 220, off 12) 
 "ANY"(L 1623, off 21) (L 1643, off 20) (L 1644, off 56) 
 "Are"(L 245, off 8) (L 487, off 52) (L 1230, off 4) 
 "Attorney's"(L 298, off 46) (L 523, off 38) (L 1278, off 13) 
 "Can"(L 228, off 1) (L 954, off 1) (L 1306, off 14) 
 "City"(L 881, off 9) (L 1285, off 58) (L 1699, off 5) 
 "Counsel"(L 757, off 0) (L 761, off 23) (L 1171, off 8) 
 "EBook"(L 1, off 23) (L 17, off 32) (L 1403, off 29) 
 "Even"(L 154, off 63) (L 370, off 26) (L 1289, off 1) 
 "FOR"(L 1620, off 42) (L 1624, off 14) (L 1644, off 52) 
 "Foundation's"(L 1690, off 21) (L 1695, off 4) (L 1700, off 45) 
 "Frank"(L 1, off 59) (L 15, off 8) (L 1403, off 65) 
 "GUTENBERG"(L 22, off 26) (L 1405, off 24) (L 1437, off 17) 
 "General"(L 1422, off 43) (L 1447, off 11) (L 1743, off 11) 
 "Hayward's"(L 748, off 6) (L 775, off 6) (L 872, off 31) 
 "IDENTITY"(L 22, off 56) (L 38, off 38) (L 1405, off 54) 
 "Identity"(L 1, off 46) (L 13, off 21) (L 1403, off 52) 
 "LIMITED"(L 1614, off 7) (L 1628, off 7) (L 1644, off 0) 
 "People"(L 439, off 52) (L 451, off 40) (L 699, off 5) 
 "Perhaps"(L 860, off 33) (L 1022, off 1) (L 1356, off 40) 
 "QUESTION"(L 22, off 44) (L 38, off 26) (L 1405, off 42) 
 "Question"(L 1, off 34) (L 13, off 9) (L 1403, off 40) 
 "Right"(L 412, off 36) (L 414, off 1) (L 1614, off 65) 
 "Riley"(L 1, off 65) (L 15, off 14) (L 1403, off 71) 
 "Syndicate"(L 314, off 8) (L 316, off 52) (L 395, off 30) 
 "That's"(L 403, off 9) (L 975, off 1) (L 1220, off 1) 
 "Web"(L 1738, off 35) (L 1757, off 25) (L 1760, off 5) 
 "Well"(L 284, off 1) (L 682, off 1) (L 1214, off 41) 
 "With"(L 640, off 0) (L 826, off 0) (L 1024, off 54) 
 "Yes"(L 627, off 1) (L 631, off 1) (L 1328, off 64) 
 "Your"(L 767, off 1) (L 961, off 1) (L 1143, off 1) 
 "accordance"(L 1138, off 32) (L 1586, off 18) (L 1658, off 0) 
 "additional"(L 1530, off 0) (L 1551, off 37) (L 1703, off 4) 
 "alone"(L 254, off 0) (L 375, off 0) (L 1736, off 37) 
 "always"(L 71, off 14) (L 150, off 15) (L 411, off 57) 
 "animal"(L 993, off 29) (L 994, off 20) (L 1120, off 29) 
 "appears"(L 663, off 12) (L 1058, off 41) (L 1504, off 40) 
 "applicable"(L 1567, off 36) (L 1649, off 30) (L 1651, off 28) 
 "arm"(L 1156, off 43) (L 1158, off 6) (L 1373, off 14) 
 "based"(L 1008, off 36) (L 1479, off 40) (L 1494, off 42) 
 "became"(L 266, off 44) (L 386, off 30) (L 1092, off 36) 
 "because"(L 265, off 0) (L 1353, off 0) (L 1672, off 7) 
 "become"(L 1131, off 39) (L 1299, off 23) (L 1329, off 31) 
 "becomes"(L 1068, off 27) (L 1120, off 56) (L 1359, off 18) 
 "believe"(L 484, off 7) (L 1177, off 42) (L 1317, off 10) 
 "below"(L 1467, off 14) (L 1470, off 36) (L 1599, off 60) 
 "box"(L 999, off 51) (L 1019, off 54) (L 1313, off 40) 
 "breath"(L 159, off 52) (L 1024, off 26) (L 1164, off 45) 
 "business"(L 728, off 40) (L 976, off 50) (L 1698, off 15) 
 "capable"(L 920, off 0) (L 1073, off 54) (L 1387, off 42) 
 "challenge"(L 289, off 52) (L 1178, off 22) (L 1314, off 32) 
 "change"(L 1065, off 11) (L 1107, off 42) (L 1491, off 23) 
 "cheap"(L 101, off 37) (L 208, off 0) (L 213, off 12) 
 "children"(L 927, off 9) (L 927, off 56) (L 1306, off 4) 
 "client"(L 185, off 19) (L 245, off 0) (L 352, off 4) 
 "coal"(L 68, off 21) (L 444, off 4) (L 444, off 28) 
 "coldly"(L 982, off 44) (L 998, off 3) (L 1290, off 15) 
 "complying"(L 1428, off 7) (L 1466, off 13) (L 1720, off 31) 
 "concept"(L 1065, off 25) (L 1425, off 0) (L 1746, off 13) 
 "conclusions"(L 935, off 9) (L 1079, off 0) (L 1357, off 9) 
 "cost"(L 4, off 36) (L 1509, off 38) (L 1551, off 48) 
 "couldn't"(L 130, off 29) (L 226, off 5) (L 1247, off 7) 
 "counsel"(L 642, off 32) (L 746, off 14) (L 1298, off 12) 
 "course"(L 669, off 9) (L 761, off 4) (L 1480, off 52) 
 "created"(L 61, off 4) (L 1679, off 42) (L 1751, off 38) 
 "creating"(L 1479, off 14) (L 1494, off 16) (L 1605, off 45) 
 "damaged"(L 889, off 48) (L 1097, off 18) (L 1610, off 51) 
 "date"(L 1345, off 38) (L 1571, off 32) (L 1700, off 0) 
 "dead"(L 263, off 33) (L 853, off 49) (L 1225, off 32) 
 "defective"(L 1610, off 38) (L 1634, off 9) (L 1638, off 24) 
 "derivative"(L 1429, off 43) (L 1479, off 23) (L 1494, off 25) 
 "described"(L 1056, off 61) (L 1057, off 24) (L 1615, off 26) 
 "destroyed"(L 889, off 59) (L 915, off 12) (L 1340, off 49) 
 "directed"(L 748, off 56) (L 964, off 30) (L 1229, off 8) 
 "display"(L 871, off 43) (L 1041, off 38) (L 1539, off 20) 
 "distributor"(L 78, off 41) (L 87, off 4) (L 91, off 13) 
 "does"(L 818, off 0) (L 1517, off 56) (L 1580, off 2) 
 "doubt"(L 738, off 28) (L 1266, off 40) (L 1286, off 42) 
 "dressed"(L 398, off 60) (L 464, off 12) (L 577, off 56) 
 "entered"(L 624, off 25) (L 654, off 29) (L 662, off 12) 
 "equipment"(L 1612, off 23) (L 1716, off 9) (L 1716, off 38) 
 "expert"(L 705, off 17) (L 727, off 55) (L 735, off 4) 
 "fact"(L 503, off 10) (L 1343, off 0) (L 1344, off 57) 
 "facts"(L 375, off 41) (L 1009, off 45) (L 1282, off 31) 
 "familiar"(L 100, off 25) (L 883, off 48) (L 886, off 7) 
 "feet"(L 210, off 30) (L 741, off 66) (L 873, off 55) 
 "fifty"(L 479, off 16) (L 576, off 65) (L 879, off 13) 
 "final"(L 566, off 14) (L 1190, off 0) (L 1313, off 63) 
 "finality"(L 587, off 29) (L 998, off 31) (L 1341, off 34) 
 "finally"(L 529, off 32) (L 601, off 25) (L 1348, off 36) 
 "five"(L 459, off 36) (L 718, off 61) (L 1071, off 9) 
 "folded"(L 578, off 41) (L 1193, off 63) (L 1241, off 32) 
 "following"(L 1501, off 11) (L 1571, off 17) (L 1662, off 4) 
 "forehead"(L 822, off 7) (L 1148, off 47) (L 1192, off 49) 
 "frame"(L 262, off 45) (L 399, off 0) (L 1372, off 27) 
 "generations"(L 1389, off 35) (L 1678, off 28) (L 1681, off 0) 
 "gently"(L 83, off 18) (L 1002, off 47) (L 1372, off 8) 
 "going"(L 498, off 7) (L 556, off 10) (L 556, off 51) 
 "gone"(L 145, off 42) (L 459, off 60) (L 1267, off 5) 
 "graph"(L 1158, off 36) (L 1163, off 16) (L 1205, off 38) 
 "grinned"(L 259, off 54) (L 340, off 6) (L 355, off 11) 
 "happened"(L 331, off 12) (L 1216, off 22) (L 1255, off 51) 
 "headlines"(L 255, off 28) (L 259, off 10) (L 261, off 58) 
 "heard"(L 568, off 11) (L 1177, off 62) (L 1333, off 40) 
 "hell"(L 185, off 4) (L 430, off 23) (L 866, off 61) 
 "http"(L 28, off 33) (L 1409, off 8) (L 1412, off 33) 
 "identify"(L 622, off 55) (L 799, off 10) (L 1604, off 10) 
 "immaterial"(L 768, off 15) (L 1170, off 53) (L 1176, off 38) 
 "impatiently"(L 461, off 42) (L 886, off 39) (L 1083, off 15) 
 "included"(L 6, off 33) (L 1511, off 51) (L 1753, off 38) 
 "keep"(L 226, off 14) (L 1723, off 62) (L 1754, off 12) 
 "kind"(L 240, off 23) (L 333, off 28) (L 931, off 25) 
 "known"(L 773, off 15) (L 817, off 48) (L 1316, off 8) 
 "lawyer"(L 261, off 0) (L 309, off 54) (L 449, off 22) 
 "leaned"(L 647, off 10) (L 988, off 49) (L 1349, off 35) 
 "let"(L 62, off 44) (L 411, off 64) (L 569, off 28) 
 "links"(L 1501, off 43) (L 1542, off 7) (L 1699, off 51) 
 "live"(L 1045, off 30) (L 1046, off 58) (L 1360, off 16) 
 "lot"(L 126, off 37) (L 191, off 12) (L 1467, off 33) 
 "man's"(L 153, off 62) (L 1080, off 46) (L 1303, off 57) 
 "million"(L 57, off 8) (L 101, off 1) (L 1071, off 14) 
 "mission"(L 1440, off 36) (L 1481, off 47) (L 1713, off 53) 
 "nature"(L 1065, off 36) (L 1069, off 37) (L 1092, off 12) 
 "necessary"(L 265, off 22) (L 754, off 62) (L 947, off 25) 
 "neither"(L 352, off 27) (L 527, off 17) (L 1304, off 20) 
 "nose"(L 70, off 18) (L 898, off 24) (L 900, off 11) 
 "noted"(L 106, off 10) (L 380, off 45) (L 505, off 25) 
 "object"(L 249, off 11) (L 1056, off 21) (L 1059, off 58) 
 "official"(L 1549, off 61) (L 1550, off 22) (L 1701, off 0) 
 "open"(L 294, off 32) (L 459, off 25) (L 523, off 15) 
 "paragraphs"(L 1523, off 32) (L 1525, off 26) (L 1529, off 22) 
 "particular"(L 763, off 28) (L 1726, off 56) (L 1754, off 47) 
 "pay"(L 102, off 36) (L 136, off 31) (L 1565, off 6) 
 "payments"(L 1570, off 49) (L 1573, off 2) (L 1740, off 30) 
 "performing"(L 1478, off 57) (L 1493, off 51) (L 1558, off 0) 
 "picture"(L 262, off 16) (L 1167, off 10) (L 1372, off 47) 
 "plastic"(L 333, off 36) (L 906, off 13) (L 907, off 0) 
 "points"(L 452, off 14) (L 595, off 0) (L 1344, off 31) 
 "polished"(L 328, off 0) (L 821, off 56) (L 1148, off 23) 
 "precedent"(L 471, off 10) (L 778, off 44) (L 1331, off 31) 
 "present"(L 350, off 22) (L 1195, off 14) (L 1345, off 48) 
 "prints"(L 730, off 8) (L 735, off 34) (L 739, off 0) 
 "produce"(L 793, off 13) (L 1073, off 15) (L 1762, off 32) 
 "profit"(L 1035, off 11) (L 1035, off 51) (L 1687, off 59) 
 "provided"(L 1563, off 0) (L 1633, off 57) (L 1642, off 33) 
 "public"(L 1475, off 35) (L 1713, off 7) (L 1714, off 25) 
 "pulse"(L 1165, off 36) (L 1165, off 51) (L 1250, off 19) 
 "put"(L 824, off 13) (L 912, off 5) (L 1386, off 22) 
 "quiet"(L 264, off 2) (L 381, off 0) (L 519, off 30) 
 "raised"(L 968, off 12) (L 1279, off 54) (L 1320, off 0) 
 "rasped"(L 352, off 13) (L 401, off 22) (L 1208, off 35) 
 "rather"(L 924, off 52) (L 957, off 5) (L 1149, off 55) 
 "reality"(L 1053, off 0) (L 1053, off 33) (L 1345, off 56) 
 "receive"(L 1426, off 61) (L 1630, off 0) (L 1637, off 15) 
 "recorder"(L 1158, off 15) (L 1205, off 7) (L 1239, off 10) 
 "records"(L 392, off 45) (L 840, off 8) (L 842, off 38) 
 "registered"(L 1125, off 43) (L 1425, off 46) (L 1462, off 30) 
 "religious"(L 487, off 62) (L 508, off 6) (L 1031, off 21) 
 "remarks"(L 575, off 27) (L 614, off 42) (L 1292, off 23) 
 "reported"(L 244, off 20) (L 505, off 9) (L 1588, off 36) 
 "respiratory"(L 1116, off 4) (L 1165, off 12) (L 1250, off 0) 
 "restrictions"(L 4, off 60) (L 378, off 31) (L 1510, off 2) 
 "satellite"(L 56, off 12) (L 520, off 21) (L 864, off 24) 
 "satisfaction"(L 109, off 43) (L 255, off 0) (L 699, off 43) 
 "saw"(L 125, off 21) (L 175, off 56) (L 176, off 66) 
 "second"(L 697, off 46) (L 1636, off 55) (L 1638, off 4) 
 "sent"(L 434, off 63) (L 435, off 60) (L 1573, off 48) 
 "sentence"(L 1320, off 38) (L 1501, off 21) (L 1541, off 27) 
 "several"(L 1079, off 54) (L 1178, off 60) (L 1751, off 51) 
 "share"(L 264, off 19) (L 371, off 4) (L 1487, off 4) 
 "sign"(L 614, off 62) (L 931, off 13) (L 1121, off 29) 
 "six"(L 175, off 38) (L 210, off 26) (L 439, off 13) 
 "sleep"(L 87, off 50) (L 529, off 10) (L 529, off 53) 
 "sometimes"(L 791, off 7) (L 1037, off 5) (L 1214, off 27) 
 "soul"(L 1102, off 51) (L 1121, off 21) (L 1358, off 3) 
 "sound"(L 87, off 44) (L 122, off 0) (L 1024, off 63) 
 "space"(L 1037, off 29) (L 1054, off 41) (L 1390, off 46) 
 "spoke"(L 527, off 33) (L 580, off 47) (L 1036, off 44) 
 "stains"(L 791, off 54) (L 793, off 6) (L 808, off 29) 
 "steel"(L 201, off 50) (L 748, off 38) (L 1370, off 5) 
 "strangely"(L 317, off 47) (L 380, off 58) (L 1081, off 4) 
 "talking"(L 62, off 33) (L 186, off 50) (L 494, off 35) 
 "television"(L 58, off 27) (L 504, off 0) (L 1160, off 0) 
 "tell"(L 228, off 9) (L 788, off 26) (L 954, off 9) 
 "ten"(L 467, off 12) (L 518, off 19) (L 925, off 21) 
 "test"(L 806, off 8) (L 1177, off 34) (L 1180, off 9) 
 "themselves"(L 63, off 9) (L 1008, off 22) (L 1302, off 55) 
 "these"(L 1419, off 56) (L 1606, off 33) (L 1724, off 5) 
 "thin"(L 138, off 4) (L 266, off 33) (L 602, off 45) 
 "thoughtfully"(L 580, off 0) (L 684, off 40) (L 821, off 28) 
 "throughout"(L 1159, off 32) (L 1390, off 13) (L 1697, off 39) 
 "took"(L 294, off 14) (L 388, off 38) (L 497, off 32) 
 "treatment"(L 1106, off 31) (L 1130, off 25) (L 1735, off 30) 
 "twisted"(L 376, off 14) (L 1253, off 16) (L 1265, off 32) 
 "uncertainty"(L 649, off 32) (L 695, off 38) (L 1352, off 59) 
 "user"(L 1552, off 7) (L 1578, off 51) (L 1581, off 35) 
 "view"(L 1011, off 26) (L 1058, off 56) (L 1180, off 0) 
 "watched"(L 52, off 43) (L 646, off 6) (L 830, off 9) 
 "web"(L 1370, off 38) (L 1550, off 52) (L 1700, off 58) 
 "white"(L 67, off 54) (L 211, off 0) (L 875, off 38) 
 "whose"(L 262, off 10) (L 303, off 29) (L 853, off 8) 
 "window"(L 263, off 4) (L 1273, off 44) (L 1371, off 27) 
 "women"(L 465, off 0) (L 999, off 33) (L 1330, off 65) 
 "worked"(L 499, off 27) (L 517, off 63) (L 1243, off 19) 
 "worry"(L 115, off 7) (L 287, off 7) (L 422, off 20) 
 "writing"(L 1579, off 9) (L 1596, off 63) (L 1638, off 62) 
 "written"(L 1631, off 0) (L 1633, off 10) (L 1725, off 27) 
 "Bert"(L 303, off 0) (L 336, off 44) (L 355, off 0) (L 848, off 51) 
 "Brown"(L 303, off 5) (L 336, off 49) (L 340, off 0) (L 355, off 5) 
 "Central"(L 254, off 33) (L 519, off 39) (L 559, off 9) (L 1369, off 27) 
 "How"(L 148, off 0) (L 148, off 62) (L 251, off 16) (L 671, off 1) 
 "Not"(L 230, off 21) (L 234, off 1) (L 375, off 7) (L 480, off 61) 
 "PROJECT"(L 22, off 18) (L 1405, off 16) (L 1424, off 45) (L 1437, off 9) 
 "Park"(L 254, off 41) (L 519, off 47) (L 559, off 17) (L 1369, off 35) 
 "THE"(L 1437, off 0) (L 1622, off 44) (L 1622, off 60) (L 1625, off 46) 
 "Thank"(L 95, off 1) (L 638, off 1) (L 1017, off 1) (L 1393, off 40) 
 "West"(L 68, off 33) (L 254, off 46) (L 1203, off 34) (L 1698, off 60) 
 "Will"(L 750, off 1) (L 799, off 1) (L 890, off 48) (L 1197, off 1) 
 "accepted"(L 165, off 5) (L 721, off 10) (L 1734, off 39) (L 1739, off 37) 
 "accident"(L 334, off 5) (L 753, off 25) (L 809, off 27) (L 915, off 29) 
 "address"(L 87, off 60) (L 565, off 60) (L 1574, off 47) (L 1696, off 8) 
 "ago"(L 450, off 46) (L 719, off 0) (L 1013, off 27) (L 1080, off 6) 
 "ain't"(L 121, off 3) (L 135, off 3) (L 1222, off 47) (L 1269, off 6) 
 "almost"(L 4, off 50) (L 605, off 57) (L 1111, off 28) (L 1509, off 52) 
 "already"(L 296, off 31) (L 1162, off 19) (L 1299, off 15) (L 1567, off 6) 
 "another"(L 169, off 50) (L 661, off 40) (L 796, off 27) (L 1351, off 16) 
 "ask"(L 499, off 47) (L 860, off 57) (L 962, off 14) (L 1041, off 10) 
 "attention"(L 350, off 0) (L 888, off 25) (L 893, off 59) (L 1083, off 53) 
 "booth"(L 60, off 24) (L 99, off 13) (L 646, off 44) (L 1254, off 0) 
 "brain"(L 505, off 31) (L 1071, off 62) (L 1073, off 37) (L 1097, off 39) 
 "can't"(L 93, off 3) (L 136, off 25) (L 161, off 0) (L 405, off 3) 
 "car"(L 178, off 53) (L 521, off 23) (L 559, off 46) (L 1284, off 50) 
 "care"(L 186, off 24) (L 884, off 21) (L 1127, off 25) (L 1129, off 13) 
 "carefully"(L 124, off 46) (L 463, off 58) (L 618, off 57) (L 675, off 49) 
 "century"(L 67, off 26) (L 146, off 28) (L 992, off 55) (L 1063, off 31) 
 "collection"(L 1473, off 59) (L 1475, off 13) (L 1606, off 13) (L 1677, off 49) 
 "compliance"(L 1483, off 9) (L 1725, off 51) (L 1726, off 37) (L 1754, off 27) 
 "contact"(L 1699, off 43) (L 1700, off 5) (L 1701, off 35) (L 1703, off 15) 
 "copying"(L 1423, off 26) (L 1478, off 34) (L 1493, off 30) (L 1558, off 12) 
 "data"(L 714, off 15) (L 934, off 30) (L 1009, off 20) (L 1609, off 11) 
 "deal"(L 149, off 53) (L 550, off 4) (L 552, off 4) (L 794, off 30) 
 "defend"(L 44, off 29) (L 102, off 54) (L 162, off 19) (L 1040, off 28) 
 "defendant's"(L 724, off 50) (L 762, off 19) (L 1238, off 27) (L 1298, off 0) 
 "different"(L 756, off 43) (L 815, off 31) (L 852, off 27) (L 1595, off 50) 
 "displaying"(L 1479, off 0) (L 1493, off 39) (L 1541, off 12) (L 1557, off 51) 
 "distributed"(L 1506, off 29) (L 1519, off 46) (L 1715, off 7) (L 1748, off 0) 
 "effort"(L 498, off 26) (L 1337, off 16) (L 1604, off 0) (L 1723, off 13) 
 "efforts"(L 1255, off 8) (L 1606, off 39) (L 1672, off 22) (L 1682, off 32) 
 "enough"(L 102, off 44) (L 198, off 29) (L 414, off 7) (L 903, off 18) 
 "evidence"(L 48, off 48) (L 472, off 42) (L 615, off 27) (L 1235, off 4) 
 "eye"(L 483, off 57) (L 649, off 57) (L 1323, off 34) (L 1323, off 45) 
 "face"(L 70, off 0) (L 139, off 0) (L 331, off 29) (L 1238, off 39) 
 "figure"(L 57, off 52) (L 874, off 27) (L 874, off 48) (L 941, off 59) 
 "find"(L 510, off 44) (L 813, off 14) (L 1035, off 6) (L 1318, off 28) 
 "form"(L 1546, off 53) (L 1547, off 33) (L 1554, off 24) (L 1715, off 39) 
 "format"(L 1486, off 5) (L 1548, off 60) (L 1549, off 42) (L 1554, off 44) 
 "forty"(L 450, off 34) (L 704, off 0) (L 857, off 50) (L 1747, off 31) 
 "found"(L 263, off 62) (L 1408, off 57) (L 1532, off 51) (L 1700, off 32) 
 "freely"(L 1482, off 35) (L 1678, off 7) (L 1715, off 0) (L 1747, off 0) 
