 "'AS-IS'" 1 
 "--Accident" 1 (L 9294, off 6) 
 "away" 79 (L 5, off 38) (L 304, off 0) (L 710, off 22) (L 752, off 5) (L 932, off 29) (L 1260, off 0) (L 1520, off 58) (L 1555, off 54) (L 1899, off 19) (L 1978, off 38) (L 2094, off 63) (L 2237, off 55) (L 2858, off 64) (L 2910, off 7) (L 2969, off 23) (L 3090, off 26) (L 3092, off 38) (L 3103, off 50) (L 3280, off 30) (L 3296, off 49) (L 3412, off 0) (L 3445, off 8) (L 3475, off 20) (L 3708, off 11) (L 3966, off 64) (L 4018, off 41) (L 4039, off 57) (L 4096, off 0) (L 4118, off 65) (L 4218, off 21) (L 4330, off 5) (L 4394, off 36) (L 4465, off 29) (L 4665, off 41) (L 4670, off 46) (L 5066, off 44) (L 5094, off 0) (L 5104, off 45) (L 5116, off 8) (L 5170, off 45) (L 5195, off 39) (L 5339, off 14) (L 5349, off 29) (L 5527, off 34) (L 5709, off 24) (L 5736, off 7) (L 5888, off 23) (L 5936, off 14) (L 5972, off 45) (L 6007, off 35) (L 6049, off 13) (L 6168, off 54) (L 6197, off 65) (L 6470, off 0) (L 6506, off 31) (L 6670, off 48) (L 6778, off 61) (L 6880, off 28) (L 6910, off 58) (L 6936, off 62) (L 6954, off 35) (L 7012, off 47) (L 7131, off 46) (L 7316, off 14) (L 7509, off 49) (L 7769, off 46) (L 7792, off 0) (L 7912, off 62) (L 7982, off 0) (L 8217, off 0) (L 8312, off 36) (L 8317, off 32) (L 8357, off 56) (L 8453, off 62) (L 8619, off 0) (L 8662, off 66) (L 8697, off 42) (L 8745, off 67) (L 9712, off 52) 
 "Bob" 80 (L 3303, off 34) (L 3322, off 10) (L 3341, off 37) (L 3353, off 47) (L 3361, off 38) (L 3396, off 10) (L 3427, off 38) (L 3435, off 22) (L 3601, off 0) (L 3631, off 20) (L 3706, off 38) (L 3731, off 4) (L 3743, off 17) (L 3757, off 7) (L 3784, off 21) (L 3792, off 17) (L 3793, off 8) (L 3805, off 29) (L 3807, off 56) (L 3824, off 66) (L 3839, off 43) (L 3851, off 13) (L 3863, off 0) (L 3864, off 4) (L 3886, off 34) (L 3892, off 20) (L 3896, off 37) (L 3905, off 5) (L 4003, off 48) (L 5100, off 29) (L 5113, off 29) (L 5116, off 18) (L 5991, off 3) (L 5993, off 1) (L 6039, off 9) (L 6052, off 58) (L 6337, off 51) (L 6647, off 58) (L 6656, off 0) (L 6733, off 21) (L 6738, off 0) (L 6747, off 62) (L 6754, off 23) (L 6759, off 37) (L 6764, off 55) (L 6767, off 46) (L 6776, off 38) (L 6778, off 39) (L 6790, off 59) (L 6807, off 7) (L 6819, off 22) (L 6824, off 34) (L 6828, off 46) (L 6832, off 24) (L 6841, off 35) (L 6968, off 60) (L 6978, off 27) (L 7012, off 57) (L 7020, off 32) (L 7035, off 23) (L 7042, off 17) (L 7132, off 29) (L 7164, off 24) (L 7170, off 43) (L 7292, off 55) (L 7318, off 6) (L 7328, off 65) (L 7329, off 36) (L 7380, off 13) (L 7419, off 34) (L 7679, off 43) (L 8760, off 14) (L 8780, off 34) (L 8783, off 9) (L 8791, off 23) (L 8804, off 57) (L 8815, off 49) (L 8838, off 12) (L 8911, off 33) (L 8916, off 59) 
 "more" 81 (L 283, off 4) (L 418, off 10) (L 439, off 27) (L 486, off 0) (L 507, off 13) (L 842, off 4) (L 907, off 45) (L 1165, off 36) (L 1240, off 59) (L 1293, off 53) (L 1392, off 22) (L 1460, off 17) (L 1647, off 13) (L 1694, off 10) (L 1694, off 65) (L 1899, off 14) (L 1955, off 43) (L 1992, off 7) (L 2154, off 0) (L 2394, off 0) (L 2415, off 9) (L 2900, off 55) (L 3367, off 28) (L 3371, off 25) (L 3629, off 66) (L 3829, off 57) (L 3857, off 38) (L 4026, off 25) (L 4170, off 66) (L 4262, off 14) (L 4304, off 63) (L 4352, off 25) (L 4473, off 12) (L 4609, off 0) (L 5028, off 5) (L 5100, off 11) (L 5134, off 64) (L 5297, off 33) (L 5319, off 4) (L 5372, off 5) (L 5452, off 18) (L 5640, off 21) (L 5775, off 63) (L 5903, off 50) (L 6064, off 31) (L 6118, off 4) (L 6137, off 13) (L 6210, off 17) (L 6269, off 8) (L 6304, off 0) (L 6311, off 48) (L 6427, off 9) (L 6438, off 50) (L 6521, off 39) (L 6536, off 7) (L 6556, off 28) (L 6556, off 57) (L 6557, off 25) (L 6762, off 41) (L 6852, off 37) (L 7197, off 17) (L 7251, off 22) (L 7304, off 6) (L 7578, off 26) (L 7951, off 13) (L 8001, off 26) (L 8125, off 37) (L 8200, off 29) (L 8202, off 11) (L 8270, off 22) (L 8405, off 22) (L 8468, off 5) (L 8510, off 5) (L 8515, off 12) (L 8518, off 19) (L 8543, off 19) (L 8616, off 51) (L 8680, off 41) (L 8754, off 36) (L 8950, off 33) (L 9883, off 22) 
 "only" 81 (L 280, off 10) (L 342, off 0) (L 568, off 33) (L 593, off 41) (L 664, off 13) (L 680, off 46) (L 841, off 43) (L 1459, off 49) (L 1575, off 7) (L 1613, off 19) (L 1766, off 25) (L 1955, off 28) (L 2072, off 12) (L 2094, off 4) (L 2506, off 8) (L 2886, off 27) (L 3091, off 38) (L 3111, off 46) (L 3409, off 5) (L 3663, off 23) (L 3965, off 55) (L 4002, off 10) (L 4090, off 60) (L 4102, off 17) (L 4112, off 45) (L 4332, off 31) (L 4338, off 6) (L 4344, off 3) (L 4352, off 42) (L 4424, off 0) (L 4591, off 40) (L 4594, off 38) (L 4766, off 36) (L 4850, off 5) (L 4925, off 49) (L 4987, off 47) (L 5015, off 27) (L 5155, off 21) (L 5348, off 50) (L 5469, off 0) (L 5717, off 40) (L 5723, off 48) (L 5980, off 42) (L 6314, off 27) (L 6533, off 38) (L 6562, off 37) (L 6587, off 26) (L 6719, off 12) (L 6779, off 16) (L 6832, off 0) (L 6883, off 13) (L 6937, off 25) (L 7063, off 13) (L 7114, off 24) (L 7209, off 14) (L 7344, off 21) (L 7392, off 35) (L 7440, off 2) (L 7450, off 0) (L 7492, off 10) (L 7565, off 48) (L 7675, off 53) (L 7725, off 8) (L 7991, off 41) (L 8033, off 42) (L 8071, off 4) (L 8166, off 12) (L 8213, off 16) (L 8249, off 48) (L 8446, off 7) (L 8494, off 17) (L 8528, off 63) (L 8690, off 45) (L 8727, off 43) (L 8790, off 33) (L 8829, off 44) (L 8843, off 7) (L 8869, off 57) (L 8885, off 61) (L 9664, off 59) (L 9953, off 45) 
 "team" 82 (L 489, off 12) (L 605, off 45) (L 607, off 10) (L 607, off 61) (L 621, off 37) (L 627, off 37) (L 631, off 39) (L 717, off 22) (L 1325, off 13) (L 1378, off 40) (L 1499, off 26) (L 1542, off 15) (L 1571, off 28) (L 1576, off 40) (L 1587, off 12) (L 1616, off 14) (L 1820, off 24) (L 1827, off 17) (L 1950, off 2) (L 1952, off 43) (L 1966, off 30) (L 2087, off 32) (L 2102, off 65) (L 2104, off 23) (L 2252, off 23) (L 2262, off 40) (L 2292, off 64) (L 2298, off 4) (L 2371, off 0) (L 2402, off 47) (L 2409, off 50) (L 2436, off 39) (L 2504, off 50) (L 2538, off 51) (L 2572, off 45) (L 2601, off 63) (L 3150, off 12) (L 3204, off 35) (L 3295, off 30) (L 3320, off 4) (L 3487, off 65) (L 3570, off 49) (L 3584, off 17) (L 3609, off 33) (L 3645, off 30) (L 3670, off 4) (L 3877, off 52) (L 4012, off 23) (L 4096, off 15) (L 4424, off 32) (L 4443, off 0) (L 5731, off 46) (L 5839, off 35) (L 5842, off 26) (L 5881, off 45) (L 5914, off 12) (L 6015, off 15) (L 6083, off 43) (L 6092, off 2) (L 6103, off 20) (L 6143, off 62) (L 6145, off 62) (L 6146, off 63) (L 6149, off 37) (L 6195, off 20) (L 6251, off 5) (L 6256, off 11) (L 6289, off 25) (L 6699, off 59) (L 6704, off 56) (L 6946, off 4) (L 7007, off 35) (L 7008, off 33) (L 7009, off 45) (L 7101, off 28) (L 7610, off 15) (L 7621, off 42) (L 7725, off 44) (L 8036, off 4) (L 8492, off 62) (L 8770, off 65) (L 8797, off 41) 
 "knew" 83 (L 279, off 33) (L 555, off 9) (L 567, off 51) (L 597, off 58) (L 667, off 10) (L 668, off 0) (L 742, off 40) (L 1163, off 60) (L 1298, off 40) (L 1399, off 3) (L 1412, off 25) (L 1555, off 12) (L 1575, off 12) (L 1805, off 0) (L 2012, off 50) (L 2026, off 25) (L 2556, off 46) (L 2810, off 7) (L 2942, off 47) (L 2996, off 60) (L 3027, off 16) (L 3035, off 0) (L 3181, off 52) (L 3490, off 65) (L 3552, off 49) (L 3631, off 66) (L 3936, off 21) (L 3949, off 42) (L 4037, off 41) (L 4281, off 17) (L 4490, off 57) (L 4602, off 26) (L 4658, off 0) (L 4686, off 10) (L 4690, off 31) (L 4883, off 29) (L 4888, off 25) (L 5118, off 34) (L 5366, off 0) (L 5447, off 3) (L 5447, off 42) (L 5450, off 38) (L 5489, off 20) (L 5508, off 0) (L 5813, off 22) (L 5855, off 3) (L 5962, off 4) (L 6050, off 13) (L 6312, off 10) (L 6517, off 52) (L 6546, off 44) (L 6607, off 10) (L 6717, off 12) (L 6812, off 63) (L 6956, off 46) (L 6962, off 55) (L 6965, off 49) (L 7041, off 2) (L 7174, off 15) (L 7192, off 5) (L 7220, off 5) (L 7283, off 10) (L 7335, off 64) (L 7346, off 34) (L 7397, off 32) (L 7419, off 29) (L 7440, off 34) (L 7541, off 11) (L 7555, off 15) (L 7688, off 38) (L 7726, off 7) (L 7762, off 26) (L 7877, off 52) (L 7984, off 59) (L 8051, off 16) (L 8085, off 24) (L 8085, off 41) (L 8336, off 35) (L 8535, off 66) (L 8548, off 60) (L 8764, off 37) (L 8950, off 28) 
 "will" 83 (L 52, off 64) (L 190, off 19) (L 327, off 63) (L 404, off 9) (L 806, off 19) (L 864, off 18) (L 1001, off 0) (L 1528, off 4) (L 1540, off 47) (L 1550, off 41) (L 1575, off 55) (L 1621, off 0) (L 1677, off 10) (L 1968, off 15) (L 2061, off 11) (L 2094, off 53) (L 2161, off 8) (L 2216, off 4) (L 2567, off 55) (L 3276, off 19) (L 3347, off 50) (L 3350, off 16) (L 3404, off 5) (L 3414, off 21) (L 3547, off 14) (L 3664, off 65) (L 3668, off 34) (L 3670, off 9) (L 3855, off 41) (L 3904, off 12) (L 3976, off 13) (L 4054, off 28) (L 4096, off 20) (L 4294, off 11) (L 4298, off 21) (L 4424, off 37) (L 4437, off 57) (L 4469, off 53) (L 4532, off 5) (L 4721, off 49) (L 4895, off 55) (L 4922, off 13) (L 4984, off 63) (L 5107, off 58) (L 5128, off 62) (L 5532, off 67) (L 5533, off 57) (L 5686, off 15) (L 6115, off 0) (L 6231, off 62) (L 6326, off 5) (L 6341, off 12) (L 6539, off 35) (L 6578, off 45) (L 6637, off 44) (L 6830, off 17) (L 6933, off 24) (L 6954, off 3) (L 7057, off 46) (L 7065, off 8) (L 7065, off 58) (L 7066, off 46) (L 7170, off 47) (L 7310, off 22) (L 7392, off 0) (L 7589, off 24) (L 8361, off 11) (L 8695, off 58) (L 8738, off 14) (L 8751, off 21) (L 8791, off 59) (L 8846, off 65) (L 8959, off 38) (L 9328, off 19) (L 9386, off 13) (L 9433, off 19) (L 9576, off 56) (L 9611, off 49) (L 9617, off 17) (L 9617, off 65) (L 9683, off 9) (L 9733, off 0) (L 9879, off 60) 
 "Project" 84 (L 1, off 1) (L 6, off 4) (L 9606, off 7) (L 9625, off 51) (L 9627, off 23) (L 9642, off 15) (L 9644, off 58) (L 9646, off 0) (L 9649, off 51) (L 9652, off 42) (L 9657, off 22) (L 9659, off 0) (L 9664, off 6) (L 9667, off 33) (L 9669, off 63) (L 9671, off 50) (L 9674, off 9) (L 9676, off 3) (L 9682, off 18) (L 9683, off 26) (L 9684, off 50) (L 9686, off 0) (L 9688, off 35) (L 9697, off 6) (L 9701, off 47) (L 9704, off 30) (L 9705, off 35) (L 9706, off 21) (L 9707, off 8) (L 9713, off 25) (L 9718, off 24) (L 9723, off 62) (L 9726, off 50) (L 9729, off 24) (L 9733, off 22) (L 9737, off 50) (L 9739, off 39) (L 9744, off 58) (L 9750, off 29) (L 9752, off 31) (L 9757, off 5) (L 9760, off 40) (L 9764, off 26) (L 9768, off 13) (L 9770, off 22) (L 9771, off 57) (L 9775, off 60) (L 9777, off 49) (L 9782, off 42) (L 9785, off 47) (L 9794, off 18) (L 9796, off 51) (L 9799, off 14) (L 9800, off 0) (L 9800, off 50) (L 9805, off 7) (L 9807, off 58) (L 9808, off 48) (L 9817, off 60) (L 9818, off 56) (L 9819, off 59) (L 9859, off 20) (L 9861, off 42) (L 9865, off 7) (L 9866, off 30) (L 9869, off 44) (L 9871, off 0) (L 9878, off 46) (L 9879, off 28) (L 9880, off 62) (L 9882, off 25) (L 9883, off 37) (L 9890, off 33) (L 9892, off 4) (L 9896, off 43) (L 9914, off 46) (L 9917, off 0) (L 9943, off 17) (L 9948, off 37) (L 9950, off 52) (L 9953, off 12) (L 9956, off 0) (L 9965, off 41) (L 9966, off 39) 
 "cried" 86 (L 408, off 14) (L 645, off 11) (L 695, off 10) (L 712, off 15) (L 920, off 24) (L 977, off 23) (L 1412, off 62) (L 1512, off 40) (L 1538, off 17) (L 1681, off 11) (L 1777, off 13) (L 1784, off 20) (L 1854, off 39) (L 1860, off 18) (L 2310, off 15) (L 2354, off 27) (L 2407, off 11) (L 2445, off 17) (L 2499, off 33) (L 2549, off 41) (L 2554, off 17) (L 2590, off 20) (L 2643, off 18) (L 2692, off 30) (L 2701, off 24) (L 2715, off 25) (L 2743, off 24) (L 2758, off 24) (L 2772, off 23) (L 2785, off 39) (L 2790, off 20) (L 2828, off 21) (L 3064, off 30) (L 3095, off 36) (L 3418, off 12) (L 3447, off 31) (L 3506, off 9) (L 3516, off 53) (L 3684, off 18) (L 3690, off 10) (L 3741, off 8) (L 3792, off 42) (L 4107, off 18) (L 4156, off 32) (L 4175, off 12) (L 4183, off 34) (L 4237, off 16) (L 4876, off 14) (L 5237, off 27) (L 5550, off 42) (L 5675, off 26) (L 5685, off 41) (L 5703, off 42) (L 5757, off 39) (L 5782, off 22) (L 6003, off 26) (L 6091, off 9) (L 6096, off 26) (L 6171, off 7) (L 6272, off 20) (L 6347, off 25) (L 6647, off 19) (L 6831, off 21) (L 6859, off 25) (L 7078, off 14) (L 7409, off 40) (L 7417, off 0) (L 7427, off 40) (L 7593, off 8) (L 7839, off 13) (L 7905, off 22) (L 7934, off 14) (L 7953, off 26) (L 7995, off 48) (L 8047, off 23) (L 8056, off 28) (L 8058, off 19) (L 8273, off 22) (L 8288, off 7) (L 8314, off 37) (L 8336, off 19) (L 8503, off 10) (L 8591, off 31) (L 8627, off 17) (L 8667, off 23) (L 8685, off 15) 
 "fellow" 87 (L 449, off 49) (L 455, off 53) (L 524, off 63) (L 531, off 11) (L 601, off 10) (L 691, off 46) (L 710, off 7) (L 725, off 38) (L 729, off 12) (L 749, off 8) (L 758, off 61) (L 774, off 26) (L 795, off 50) (L 809, off 24) (L 818, off 45) (L 825, off 16) (L 841, off 30) (L 862, off 13) (L 875, off 8) (L 882, off 34) (L 901, off 50) (L 915, off 59) (L 937, off 4) (L 1094, off 0) (L 1123, off 0) (L 1263, off 59) (L 1324, off 43) (L 1714, off 0) (L 1857, off 6) (L 1894, off 36) (L 2557, off 0) (L 2715, off 6) (L 2725, off 63) (L 2783, off 48) (L 2798, off 8) (L 2914, off 15) (L 3126, off 15) (L 3143, off 56) (L 3335, off 39) (L 3393, off 9) (L 3396, off 30) (L 3413, off 41) (L 3731, off 30) (L 4102, off 26) (L 4125, off 18) (L 4134, off 25) (L 4138, off 31) (L 4152, off 44) (L 4189, off 37) (L 4207, off 8) (L 4393, off 30) (L 4621, off 59) (L 4630, off 62) (L 4737, off 16) (L 4740, off 63) (L 4748, off 0) (L 5278, off 17) (L 5288, off 8) (L 5291, off 51) (L 5304, off 8) (L 5351, off 22) (L 5372, off 19) (L 5432, off 31) (L 5472, off 50) (L 5519, off 41) (L 5570, off 11) (L 5609, off 45) (L 5638, off 30) (L 5981, off 0) (L 6053, off 7) (L 6096, off 6) (L 6376, off 30) (L 6704, off 20) (L 6757, off 58) (L 6986, off 34) (L 7067, off 11) (L 7655, off 24) (L 7719, off 12) (L 7724, off 16) (L 7740, off 39) (L 7751, off 6) (L 7778, off 0) (L 7998, off 59) (L 8503, off 43) (L 8784, off 49) (L 8790, off 58) (L 8876, off 12) 
 "what" 90 (L 374, off 58) (L 425, off 41) (L 582, off 0) (L 612, off 11) (L 650, off 8) (L 803, off 11) (L 804, off 0) (L 986, off 11) (L 999, off 48) (L 1005, off 32) (L 1008, off 35) (L 1038, off 8) (L 1187, off 31) (L 1260, off 46) (L 1277, off 46) (L 1388, off 36) (L 1441, off 7) (L 1653, off 10) (L 1760, off 10) (L 1820, off 15) (L 1987, off 58) (L 2091, off 4) (L 2095, off 48) (L 2127, off 6) (L 2247, off 40) (L 2319, off 29) (L 2387, off 0) (L 2574, off 16) (L 3114, off 25) (L 3278, off 5) (L 3316, off 7) (L 3375, off 24) (L 3387, off 16) (L 3419, off 40) (L 3433, off 7) (L 3570, off 40) (L 3646, off 67) (L 3649, off 8) (L 3890, off 5) (L 3905, off 65) (L 3933, off 5) (L 3934, off 43) (L 4040, off 65) (L 4046, off 7) (L 4181, off 21) (L 4344, off 53) (L 4675, off 13) (L 4686, off 44) (L 4696, off 22) (L 4737, off 0) (L 4827, off 22) (L 4992, off 17) (L 5013, off 6) (L 5017, off 42) (L 5065, off 44) (L 5088, off 18) (L 5091, off 6) (L 5140, off 11) (L 5150, off 20) (L 5193, off 28) (L 5312, off 65) (L 5362, off 6) (L 5863, off 48) (L 6118, off 33) (L 6133, off 5) (L 6355, off 5) (L 6368, off 67) (L 6381, off 49) (L 6413, off 11) (L 6533, off 58) (L 6661, off 35) (L 6703, off 28) (L 6916, off 31) (L 7022, off 54) (L 7143, off 8) (L 7221, off 0) (L 7248, off 58) (L 7284, off 5) (L 7373, off 24) (L 7513, off 45) (L 7623, off 7) (L 7670, off 32) (L 8182, off 25) (L 8493, off 34) (L 8790, off 8) (L 8791, off 8) (L 8807, off 13) (L 8823, off 5) (L 9376, off 25) (L 9692, off 0) 
 "little" 91 (L 444, off 33) (L 490, off 47) (L 510, off 38) (L 566, off 37) (L 710, off 0) (L 726, off 26) (L 746, off 43) (L 804, off 42) (L 818, off 38) (L 934, off 0) (L 1041, off 61) (L 1123, off 47) (L 1205, off 19) (L 1207, off 63) (L 1210, off 29) (L 1315, off 23) (L 1324, off 36) (L 1472, off 23) (L 1595, off 61) (L 1713, off 60) (L 1992, off 0) (L 2034, off 2) (L 2106, off 62) (L 2107, off 27) (L 2205, off 0) (L 2284, off 36) (L 2289, off 17) (L 2300, off 3) (L 2324, off 12) (L 2347, off 12) (L 2351, off 38) (L 2373, off 57) (L 2377, off 34) (L 2516, off 43) (L 2526, off 39) (L 2556, off 61) (L 3182, off 11) (L 3326, off 54) (L 3432, off 46) (L 3463, off 14) (L 3726, off 50) (L 3840, off 16) (L 4028, off 15) (L 4074, off 54) (L 4289, off 29) (L 4313, off 0) (L 4338, off 51) (L 4559, off 43) (L 4658, off 55) (L 4659, off 64) (L 4874, off 3) (L 4887, off 37) (L 4920, off 32) (L 4983, off 44) (L 5203, off 14) (L 5245, off 12) (L 5366, off 58) (L 5430, off 32) (L 6379, off 57) (L 6448, off 57) (L 6468, off 36) (L 6484, off 47) (L 6486, off 64) (L 6498, off 40) (L 6541, off 35) (L 6566, off 19) (L 6586, off 11) (L 6599, off 21) (L 6607, off 42) (L 6618, off 24) (L 6647, off 40) (L 6723, off 26) (L 6767, off 7) (L 6769, off 43) (L 6813, off 0) (L 6956, off 56) (L 6964, off 13) (L 7000, off 15) (L 7083, off 24) (L 7267, off 21) (L 7521, off 2) (L 7580, off 25) (L 7613, off 27) (L 7659, off 40) (L 7937, off 61) (L 8534, off 0) (L 8629, off 57) (L 8667, off 33) (L 8692, off 0) (L 8783, off 45) (L 8828, off 16) 
 "time" 91 (L 317, off 56) (L 335, off 20) (L 348, off 15) (L 353, off 28) (L 483, off 56) (L 566, off 44) (L 596, off 12) (L 662, off 35) (L 685, off 7) (L 746, off 8) (L 810, off 14) (L 906, off 19) (L 907, off 29) (L 974, off 26) (L 1000, off 54) (L 1004, off 36) (L 1042, off 12) (L 1400, off 21) (L 1771, off 6) (L 1823, off 55) (L 1854, off 32) (L 1865, off 27) (L 2284, off 43) (L 2350, off 10) (L 2661, off 23) (L 2690, off 11) (L 2900, off 60) (L 2955, off 51) (L 3121, off 0) (L 3197, off 7) (L 3727, off 0) (L 3785, off 18) (L 3965, off 60) (L 3982, off 55) (L 4000, off 55) (L 4013, off 35) (L 4055, off 27) (L 4279, off 10) (L 4457, off 35) (L 4534, off 0) (L 4613, off 17) (L 4794, off 25) (L 4827, off 27) (L 5078, off 64) (L 5277, off 4) (L 5352, off 52) (L 5705, off 27) (L 5722, off 64) (L 5723, off 6) (L 5802, off 11) (L 5870, off 46) (L 5876, off 27) (L 6324, off 35) (L 6340, off 16) (L 6418, off 17) (L 6592, off 42) (L 6718, off 66) (L 6833, off 7) (L 6834, off 20) (L 6966, off 60) (L 6995, off 53) (L 7185, off 45) (L 7237, off 34) (L 7275, off 54) (L 7445, off 15) (L 7460, off 13) (L 7473, off 51) (L 7483, off 60) (L 7615, off 42) (L 7673, off 9) (L 7679, off 63) (L 7853, off 11) (L 8060, off 48) (L 8060, off 59) (L 8065, off 34) (L 8093, off 15) (L 8112, off 15) (L 8144, off 46) (L 8153, off 15) (L 8153, off 63) (L 8178, off 8) (L 8223, off 0) (L 8333, off 61) (L 8459, off 5) (L 8484, off 49) (L 8490, off 0) (L 8510, off 55) (L 8538, off 15) (L 8629, off 64) (L 8796, off 66) (L 8856, off 30) 
 "when" 91 (L 303, off 30) (L 328, off 24) (L 345, off 12) (L 504, off 40) (L 553, off 22) (L 689, off 33) (L 1304, off 19) (L 1352, off 67) (L 1528, off 54) (L 1715, off 44) (L 1733, off 21) (L 1781, off 12) (L 1817, off 26) (L 1835, off 60) (L 1842, off 64) (L 1898, off 52) (L 2119, off 30) (L 2125, off 35) (L 2146, off 35) (L 2150, off 38) (L 2160, off 19) (L 2292, off 11) (L 2315, off 5) (L 2441, off 12) (L 2493, off 46) (L 2501, off 45) (L 2560, off 19) (L 2886, off 32) (L 2895, off 20) (L 3058, off 61) (L 3066, off 29) (L 3102, off 30) (L 3180, off 47) (L 3328, off 61) (L 3401, off 62) (L 3405, off 63) (L 3420, off 0) (L 3452, off 62) (L 3494, off 12) (L 3554, off 16) (L 3564, off 40) (L 3595, off 14) (L 3615, off 51) (L 3781, off 0) (L 3887, off 48) (L 3935, off 0) (L 3954, off 26) (L 4029, off 53) (L 4032, off 24) (L 4035, off 67) (L 4171, off 66) (L 4228, off 41) (L 4361, off 17) (L 4416, off 17) (L 4452, off 54) (L 4534, off 21) (L 4567, off 0) (L 4652, off 50) (L 4764, off 12) (L 4837, off 27) (L 4872, off 10) (L 5138, off 35) (L 5142, off 29) (L 5258, off 41) (L 5296, off 62) (L 5415, off 41) (L 5456, off 0) (L 5471, off 40) (L 5501, off 14) (L 5517, off 14) (L 6046, off 67) (L 6227, off 14) (L 6488, off 62) (L 6692, off 26) (L 6714, off 58) (L 6958, off 63) (L 7007, off 47) (L 7193, off 49) (L 7473, off 61) (L 7478, off 43) (L 7760, off 22) (L 7962, off 14) (L 7986, off 35) (L 8427, off 5) (L 8446, off 32) (L 8516, off 44) (L 8815, off 35) (L 8873, off 16) (L 8876, off 22) (L 9579, off 4) (L 9688, off 64) 
 "who" 93 (L 54, off 25) (L 59, off 32) (L 365, off 41) (L 392, off 45) (L 412, off 14) (L 467, off 58) (L 745, off 44) (L 759, off 0) (L 760, off 0) (L 1218, off 65) (L 1221, off 36) (L 1228, off 41) (L 1234, off 15) (L 1256, off 46) (L 1263, off 5) (L 1273, off 56) (L 1279, off 66) (L 1282, off 47) (L 1286, off 41) (L 1330, off 15) (L 1380, off 54) (L 1401, off 37) (L 1477, off 18) (L 1572, off 0) (L 1582, off 8) (L 1710, off 8) (L 1723, off 11) (L 1728, off 39) (L 1871, off 41) (L 1894, off 44) (L 1907, off 20) (L 2031, off 32) (L 2155, off 9) (L 2196, off 22) (L 2649, off 43) (L 2654, off 21) (L 2655, off 13) (L 2687, off 52) (L 2696, off 23) (L 2820, off 51) (L 2872, off 44) (L 2950, off 65) (L 3172, off 57) (L 3320, off 9) (L 3328, off 27) (L 3346, off 61) (L 3594, off 41) (L 3718, off 49) (L 3943, off 8) (L 4054, off 11) (L 4415, off 20) (L 4752, off 19) (L 4810, off 35) (L 5094, off 27) (L 5558, off 61) (L 5672, off 49) (L 5685, off 54) (L 5952, off 58) (L 6010, off 58) (L 6015, off 53) (L 6020, off 32) (L 6159, off 63) (L 6290, off 20) (L 6368, off 30) (L 6450, off 27) (L 6451, off 13) (L 6455, off 4) (L 6517, off 13) (L 6517, off 48) (L 7038, off 50) (L 7057, off 42) (L 7419, off 25) (L 7425, off 0) (L 7496, off 46) (L 7551, off 32) (L 7687, off 64) (L 7774, off 45) (L 8166, off 27) (L 8252, off 45) (L 8305, off 50) (L 8373, off 6) (L 8493, off 0) (L 8529, off 4) (L 8588, off 42) (L 8602, off 24) (L 8627, off 38) (L 8899, off 46) (L 8944, off 30) (L 9380, off 45) (L 9387, off 32) (L 9665, off 67) (L 9780, off 56) (L 9936, off 67) 
 "know" 94 (L 412, off 9) (L 435, off 56) (L 455, off 43) (L 527, off 3) (L 970, off 0) (L 1050, off 9) (L 1166, off 0) (L 1288, off 31) (L 1362, off 34) (L 1602, off 10) (L 1637, off 4) (L 1745, off 53) (L 2049, off 0) (L 2052, off 45) (L 2055, off 21) (L 2119, off 0) (L 2234, off 5) (L 2355, off 59) (L 2399, off 27) (L 2567, off 44) (L 2602, off 26) (L 2604, off 8) (L 3175, off 15) (L 3176, off 4) (L 3280, off 57) (L 3308, off 0) (L 3310, off 13) (L 3457, off 23) (L 3537, off 15) (L 3540, off 44) (L 3545, off 7) (L 3619, off 21) (L 3760, off 20) (L 3775, off 18) (L 3805, off 36) (L 3812, off 33) (L 3853, off 66) (L 3909, off 13) (L 3944, off 4) (L 3975, off 38) (L 3995, off 61) (L 4040, off 60) (L 4052, off 13) (L 4090, off 18) (L 4422, off 59) (L 4424, off 21) (L 4428, off 50) (L 4452, off 49) (L 4530, off 13) (L 4641, off 21) (L 4843, off 10) (L 4938, off 23) (L 4966, off 9) (L 4970, off 26) (L 4973, off 59) (L 5015, off 9) (L 5044, off 13) (L 5123, off 57) (L 5315, off 10) (L 5328, off 9) (L 5335, off 11) (L 5437, off 37) (L 5616, off 56) (L 5698, off 35) (L 6046, off 7) (L 6047, off 30) (L 6142, off 18) (L 6403, off 18) (L 6778, off 11) (L 6791, off 42) (L 6842, off 18) (L 6922, off 3) (L 6935, off 9) (L 6952, off 0) (L 7010, off 0) (L 7038, off 5) (L 7041, off 40) (L 7065, off 13) (L 7278, off 25) (L 7387, off 64) (L 7440, off 17) (L 7447, off 39) (L 7450, off 33) (L 7491, off 59) (L 7525, off 5) (L 7740, off 29) (L 7759, off 13) (L 8616, off 42) (L 8668, off 37) (L 8853, off 20) (L 8885, off 33) (L 8907, off 18) (L 8958, off 14) (L 9935, off 47) 
