 "'AS-IS'" 1 
 "ACTUAL" 1 (L 5115, off 18) 
 "air" 47 (L 191, off 45) (L 296, off 40) (L 343, off 29) (L 421, off 38) (L 458, off 23) (L 620, off 23) (L 639, off 16) (L 983, off 54) (L 1046, off 33) (L 1140, off 33) (L 1234, off 0) (L 1539, off 36) (L 1590, off 4) (L 1596, off 67) (L 1608, off 7) (L 1615, off 16) (L 1717, off 0) (L 1789, off 20) (L 1923, off 0) (L 2026, off 20) (L 2087, off 48) (L 2188, off 41) (L 2191, off 40) (L 2246, off 36) (L 2261, off 20) (L 2267, off 4) (L 2468, off 19) (L 2552, off 51) (L 2626, off 54) (L 2665, off 31) (L 3056, off 27) (L 3260, off 66) (L 3297, off 16) (L 3465, off 13) (L 3491, off 30) (L 3629, off 35) (L 3914, off 21) (L 3938, off 9) (L 3939, off 29) (L 4145, off 42) (L 4178, off 61) (L 4287, off 44) (L 4290, off 18) (L 4300, off 27) (L 4760, off 29) (L 4780, off 20) (L 4839, off 0) 
 "than" 47 (L 38, off 41) (L 85, off 60) (L 214, off 15) (L 309, off 44) (L 334, off 64) (L 362, off 44) (L 379, off 33) (L 463, off 40) (L 620, off 62) (L 622, off 39) (L 872, off 27) (L 913, off 13) (L 1211, off 0) (L 1291, off 51) (L 1689, off 13) (L 1704, off 21) (L 1824, off 0) (L 2106, off 46) (L 2199, off 35) (L 2211, off 23) (L 2276, off 8) (L 2519, off 31) (L 2742, off 20) (L 2804, off 55) (L 2825, off 23) (L 2955, off 60) (L 3078, off 52) (L 3342, off 23) (L 3397, off 65) (L 3497, off 25) (L 3534, off 45) (L 3564, off 51) (L 3814, off 61) (L 3816, off 11) (L 3940, off 43) (L 4109, off 17) (L 4202, off 67) (L 4304, off 57) (L 4403, off 45) (L 4500, off 23) (L 4535, off 39) (L 4563, off 16) (L 4587, off 58) (L 4693, off 23) (L 4755, off 55) (L 5039, off 67) (L 5086, off 53) 
 "began" 48 (L 223, off 21) (L 311, off 30) (L 405, off 59) (L 530, off 64) (L 586, off 4) (L 776, off 39) (L 808, off 29) (L 960, off 34) (L 1041, off 41) (L 1111, off 33) (L 1179, off 22) (L 1338, off 15) (L 1379, off 13) (L 1388, off 21) (L 1407, off 20) (L 1476, off 39) (L 1512, off 39) (L 1562, off 36) (L 1651, off 63) (L 1662, off 57) (L 1669, off 46) (L 1833, off 23) (L 1894, off 58) (L 1939, off 27) (L 1984, off 18) (L 2091, off 42) (L 2121, off 58) (L 2180, off 64) (L 2289, off 48) (L 2357, off 11) (L 2427, off 19) (L 2619, off 43) (L 2755, off 19) (L 2760, off 41) (L 2803, off 63) (L 2858, off 44) (L 3130, off 39) (L 3228, off 16) (L 3337, off 43) (L 3447, off 35) (L 3466, off 6) (L 3533, off 15) (L 4269, off 14) (L 4281, off 55) (L 4335, off 17) (L 4521, off 47) (L 4811, off 32) (L 4814, off 10) 
 "raced" 48 (L 423, off 60) (L 525, off 32) (L 569, off 59) (L 580, off 13) (L 653, off 51) (L 665, off 56) (L 678, off 0) (L 985, off 23) (L 1261, off 36) (L 1395, off 8) (L 1410, off 48) (L 1586, off 4) (L 1675, off 48) (L 1809, off 63) (L 1945, off 44) (L 1980, off 51) (L 2068, off 19) (L 2089, off 31) (L 2359, off 29) (L 2461, off 35) (L 2482, off 53) (L 2515, off 14) (L 2642, off 27) (L 2670, off 29) (L 2721, off 46) (L 3038, off 3) (L 3046, off 20) (L 3073, off 50) (L 3077, off 30) (L 3116, off 62) (L 3128, off 61) (L 3130, off 0) (L 3145, off 58) (L 3150, off 6) (L 3168, off 0) (L 3184, off 9) (L 3413, off 34) (L 3467, off 0) (L 3545, off 24) (L 3640, off 29) (L 3679, off 33) (L 4227, off 35) (L 4576, off 22) (L 4724, off 12) (L 4770, off 12) (L 4773, off 55) (L 4825, off 29) (L 4840, off 0) 
 "saw" 48 (L 47, off 25) (L 172, off 5) (L 317, off 8) (L 505, off 57) (L 540, off 0) (L 802, off 65) (L 809, off 37) (L 849, off 0) (L 860, off 11) (L 864, off 31) (L 1019, off 16) (L 1264, off 36) (L 1276, off 29) (L 1287, off 13) (L 1304, off 54) (L 1376, off 14) (L 1410, off 64) (L 1477, off 25) (L 1590, off 34) (L 1593, off 22) (L 1615, off 20) (L 1703, off 20) (L 1741, off 24) (L 1787, off 11) (L 1899, off 3) (L 1968, off 21) (L 2321, off 3) (L 2557, off 34) (L 2705, off 13) (L 2730, off 32) (L 2796, off 35) (L 2804, off 30) (L 3084, off 9) (L 3182, off 59) (L 3184, off 41) (L 3317, off 26) (L 3333, off 13) (L 3562, off 17) (L 3609, off 58) (L 3619, off 8) (L 3689, off 18) (L 3917, off 49) (L 4152, off 14) (L 4175, off 22) (L 4408, off 30) (L 4414, off 36) (L 4514, off 44) (L 4711, off 3) 
 "hoofs" 49 (L 297, off 21) (L 559, off 53) (L 593, off 0) (L 606, off 30) (L 782, off 44) (L 944, off 59) (L 1100, off 19) (L 1107, off 46) (L 1223, off 22) (L 1249, off 19) (L 1418, off 57) (L 1485, off 19) (L 1781, off 64) (L 1902, off 45) (L 1905, off 29) (L 1909, off 25) (L 2071, off 18) (L 2265, off 28) (L 2308, off 50) (L 2329, off 10) (L 2330, off 50) (L 2366, off 31) (L 2372, off 63) (L 2378, off 39) (L 2387, off 60) (L 2389, off 45) (L 2671, off 4) (L 2702, off 49) (L 3026, off 51) (L 3053, off 59) (L 3102, off 62) (L 3156, off 8) (L 3179, off 8) (L 3210, off 25) (L 3214, off 16) (L 3219, off 0) (L 3384, off 63) (L 3388, off 0) (L 3572, off 10) (L 3573, off 0) (L 3584, off 27) (L 3621, off 58) (L 3729, off 25) (L 3736, off 31) (L 3736, off 46) (L 3738, off 45) (L 4170, off 53) (L 4171, off 37) (L 4768, off 26) 
 "said" 49 (L 243, off 27) (L 252, off 27) (L 258, off 54) (L 322, off 10) (L 325, off 9) (L 330, off 44) (L 353, off 14) (L 627, off 0) (L 766, off 28) (L 779, off 56) (L 806, off 23) (L 808, off 20) (L 813, off 21) (L 888, off 36) (L 1160, off 54) (L 1165, off 35) (L 1170, off 0) (L 2930, off 38) (L 2935, off 42) (L 2942, off 18) (L 2947, off 60) (L 2969, off 27) (L 2974, off 55) (L 2979, off 4) (L 2984, off 67) (L 3829, off 22) (L 3840, off 47) (L 3876, off 49) (L 4020, off 27) (L 4023, off 25) (L 4034, off 67) (L 4038, off 20) (L 4044, off 0) (L 4051, off 16) (L 4424, off 52) (L 4427, off 53) (L 4475, off 34) (L 4480, off 36) (L 4491, off 45) (L 4612, off 16) (L 4622, off 53) (L 4657, off 32) (L 4691, off 39) (L 4699, off 60) (L 4731, off 10) (L 4741, off 16) (L 4787, off 36) (L 4795, off 53) (L 4848, off 45) 
 "With" 50 (L 239, off 56) (L 482, off 32) (L 511, off 62) (L 553, off 47) (L 593, off 44) (L 606, off 0) (L 1075, off 33) (L 1130, off 0) (L 1246, off 28) (L 1393, off 48) (L 1489, off 54) (L 1594, off 22) (L 1629, off 0) (L 1644, off 49) (L 1704, off 53) (L 1974, off 30) (L 1978, off 47) (L 2007, off 0) (L 2123, off 28) (L 2194, off 46) (L 2327, off 38) (L 2476, off 24) (L 2569, off 0) (L 3052, off 54) (L 3066, off 19) (L 3081, off 51) (L 3141, off 6) (L 3161, off 22) (L 3378, off 60) (L 3443, off 9) (L 3541, off 18) (L 3613, off 18) (L 3620, off 65) (L 3623, off 66) (L 3640, off 0) (L 3714, off 15) (L 3912, off 0) (L 3913, off 15) (L 4183, off 59) (L 4189, off 8) (L 4237, off 35) (L 4355, off 57) (L 4358, off 22) (L 4362, off 27) (L 4374, off 20) (L 4381, off 22) (L 4403, off 35) (L 4498, off 0) (L 4509, off 22) (L 4630, off 0) 
 "cabin" 50 (L 149, off 46) (L 153, off 0) (L 239, off 49) (L 264, off 0) (L 283, off 27) (L 309, off 12) (L 368, off 46) (L 538, off 37) (L 546, off 23) (L 785, off 63) (L 788, off 23) (L 797, off 23) (L 894, off 54) (L 1203, off 53) (L 2039, off 0) (L 2040, off 14) (L 2063, off 11) (L 2064, off 42) (L 2069, off 0) (L 2114, off 42) (L 2117, off 41) (L 2125, off 4) (L 2161, off 39) (L 2175, off 47) (L 2662, off 63) (L 2665, off 44) (L 2668, off 0) (L 2792, off 24) (L 2913, off 54) (L 2928, off 48) (L 2952, off 20) (L 2956, off 47) (L 3495, off 43) (L 3506, off 21) (L 3538, off 0) (L 4363, off 24) (L 4364, off 23) (L 4366, off 61) (L 4409, off 0) (L 4414, off 22) (L 4510, off 37) (L 4538, off 30) (L 4539, off 7) (L 4583, off 0) (L 4698, off 55) (L 4774, off 15) (L 4776, off 35) (L 4779, off 16) (L 4802, off 56) (L 4844, off 7) 
 "wind" 50 (L 234, off 40) (L 505, off 0) (L 508, off 0) (L 550, off 21) (L 624, off 46) (L 639, off 44) (L 649, off 17) (L 713, off 41) (L 719, off 60) (L 991, off 10) (L 994, off 28) (L 997, off 54) (L 1003, off 10) (L 1022, off 36) (L 1026, off 22) (L 1030, off 4) (L 1037, off 18) (L 1411, off 54) (L 1427, off 49) (L 1505, off 3) (L 1731, off 9) (L 1835, off 4) (L 2102, off 4) (L 2103, off 14) (L 2123, off 60) (L 2131, off 19) (L 2132, off 59) (L 2165, off 52) (L 2175, off 65) (L 2194, off 0) (L 2194, off 55) (L 2244, off 29) (L 2244, off 67) (L 2525, off 4) (L 2556, off 23) (L 2626, off 29) (L 2644, off 0) (L 2868, off 11) (L 3258, off 5) (L 3273, off 18) (L 3332, off 25) (L 3341, off 30) (L 3410, off 26) (L 3432, off 0) (L 3490, off 35) (L 3898, off 0) (L 4119, off 37) (L 4337, off 12) (L 4577, off 43) (L 4841, off 7) 
 "while" 51 (L 184, off 60) (L 226, off 0) (L 264, off 13) (L 454, off 48) (L 556, off 8) (L 678, off 16) (L 1035, off 54) (L 1087, off 0) (L 1111, off 52) (L 1157, off 23) (L 1167, off 27) (L 1233, off 33) (L 1301, off 35) (L 1385, off 40) (L 1620, off 43) (L 1641, off 12) (L 1688, off 6) (L 1708, off 42) (L 1891, off 21) (L 1927, off 50) (L 2237, off 44) (L 2251, off 12) (L 2332, off 0) (L 2334, off 53) (L 2386, off 37) (L 2499, off 17) (L 2541, off 47) (L 2566, off 54) (L 2855, off 59) (L 2863, off 32) (L 2871, off 18) (L 3059, off 28) (L 3155, off 65) (L 3484, off 7) (L 3487, off 24) (L 3490, off 41) (L 3507, off 64) (L 3551, off 45) (L 3650, off 12) (L 3754, off 28) (L 3781, off 40) (L 3908, off 9) (L 4135, off 40) (L 4200, off 10) (L 4351, off 10) (L 4480, off 10) (L 4499, off 17) (L 4562, off 29) (L 4688, off 60) (L 4702, off 64) (L 4764, off 2) 
 "who" 51 (L 80, off 4) (L 274, off 40) (L 306, off 64) (L 470, off 52) (L 477, off 36) (L 479, off 52) (L 669, off 57) (L 692, off 39) (L 848, off 27) (L 911, off 65) (L 1169, off 23) (L 1176, off 4) (L 1322, off 16) (L 1424, off 7) (L 1559, off 39) (L 1659, off 41) (L 1696, off 47) (L 1758, off 20) (L 1760, off 0) (L 1794, off 47) (L 2142, off 18) (L 2149, off 34) (L 2232, off 12) (L 2477, off 0) (L 2519, off 48) (L 2555, off 16) (L 2603, off 31) (L 2616, off 36) (L 2782, off 16) (L 2823, off 60) (L 3310, off 18) (L 3503, off 25) (L 3578, off 15) (L 3591, off 46) (L 3635, off 36) (L 3691, off 39) (L 3719, off 52) (L 3842, off 40) (L 3849, off 45) (L 3999, off 26) (L 4013, off 9) (L 4210, off 27) (L 4266, off 44) (L 4268, off 5) (L 4332, off 8) (L 4388, off 0) (L 4406, off 29) (L 4728, off 65) (L 4959, off 67) (L 5069, off 56) (L 5224, off 67) 
 "There" 52 (L 191, off 8) (L 204, off 0) (L 462, off 43) (L 465, off 44) (L 470, off 10) (L 495, off 45) (L 547, off 37) (L 581, off 55) (L 599, off 12) (L 612, off 25) (L 782, off 12) (L 964, off 9) (L 1149, off 27) (L 1169, off 1) (L 1175, off 32) (L 1392, off 56) (L 1468, off 36) (L 1471, off 20) (L 1472, off 37) (L 1725, off 7) (L 1804, off 54) (L 1823, off 31) (L 1864, off 57) (L 1872, off 40) (L 1936, off 34) (L 1958, off 0) (L 2022, off 0) (L 2041, off 28) (L 2379, off 54) (L 2396, off 17) (L 2524, off 0) (L 2639, off 9) (L 2672, off 29) (L 2731, off 27) (L 2742, off 0) (L 2817, off 7) (L 2842, off 0) (L 2906, off 42) (L 3000, off 8) (L 3003, off 15) (L 3209, off 62) (L 3378, off 0) (L 3517, off 25) (L 3594, off 55) (L 3768, off 40) (L 4392, off 0) (L 4538, off 55) (L 4635, off 0) (L 4648, off 58) (L 4674, off 12) (L 4960, off 51) (L 4963, off 22) 
 "country" 52 (L 187, off 5) (L 489, off 36) (L 495, off 36) (L 502, off 15) (L 614, off 7) (L 633, off 0) (L 749, off 46) (L 937, off 7) (L 954, off 0) (L 1225, off 27) (L 1235, off 21) (L 1271, off 53) (L 1341, off 5) (L 1382, off 26) (L 1457, off 0) (L 1653, off 48) (L 2027, off 6) (L 2083, off 0) (L 2142, off 9) (L 2144, off 0) (L 2149, off 55) (L 2271, off 10) (L 2273, off 57) (L 2452, off 7) (L 2535, off 38) (L 2574, off 47) (L 2980, off 12) (L 2981, off 54) (L 3249, off 25) (L 3451, off 11) (L 3526, off 36) (L 3763, off 44) (L 3831, off 42) (L 3865, off 57) (L 3963, off 24) (L 4004, off 44) (L 4108, off 35) (L 4120, off 37) (L 4133, off 0) (L 4135, off 6) (L 4225, off 20) (L 4232, off 24) (L 4549, off 23) (L 4558, off 59) (L 4562, off 44) (L 4568, off 42) (L 4679, off 48) (L 4682, off 36) (L 4700, off 50) (L 4759, off 47) (L 4987, off 17) (L 4991, off 40) 
 "edge" 52 (L 159, off 33) (L 396, off 0) (L 447, off 23) (L 537, off 42) (L 543, off 59) (L 599, off 47) (L 632, off 45) (L 669, off 13) (L 671, off 0) (L 679, off 20) (L 771, off 32) (L 1734, off 7) (L 1741, off 60) (L 1968, off 47) (L 2038, off 7) (L 2121, off 37) (L 2162, off 55) (L 2375, off 13) (L 2397, off 66) (L 2514, off 50) (L 2529, off 0) (L 2538, off 24) (L 2663, off 4) (L 2718, off 49) (L 2737, off 51) (L 2747, off 0) (L 2773, off 0) (L 2913, off 67) (L 3067, off 4) (L 3180, off 4) (L 3190, off 59) (L 3197, off 36) (L 3213, off 0) (L 3229, off 41) (L 3250, off 15) (L 3251, off 56) (L 3274, off 35) (L 3365, off 57) (L 3442, off 16) (L 3495, off 56) (L 3510, off 32) (L 3593, off 10) (L 3609, off 31) (L 3618, off 0) (L 3687, off 52) (L 3960, off 30) (L 3982, off 9) (L 3989, off 41) (L 4115, off 63) (L 4141, off 65) (L 4240, off 58) (L 4362, off 4) 
 "way" 52 (L 283, off 65) (L 307, off 44) (L 828, off 41) (L 916, off 41) (L 934, off 57) (L 987, off 65) (L 1007, off 26) (L 1139, off 13) (L 1288, off 6) (L 1702, off 4) (L 1735, off 31) (L 1771, off 13) (L 1961, off 22) (L 2003, off 25) (L 2027, off 38) (L 2121, off 22) (L 2283, off 22) (L 2379, off 67) (L 2511, off 16) (L 2540, off 28) (L 2752, off 52) (L 2819, off 42) (L 2905, off 51) (L 2944, off 18) (L 2975, off 18) (L 3184, off 48) (L 3227, off 33) (L 3320, off 35) (L 3328, off 14) (L 3389, off 49) (L 3403, off 19) (L 3484, off 56) (L 3499, off 27) (L 3522, off 24) (L 3523, off 47) (L 3667, off 24) (L 3775, off 7) (L 3888, off 20) (L 3892, off 5) (L 3920, off 31) (L 3972, off 64) (L 4105, off 46) (L 4188, off 58) (L 4192, off 63) (L 4213, off 9) (L 4438, off 19) (L 4496, off 48) (L 4676, off 66) (L 4681, off 60) (L 4786, off 52) (L 4938, off 37) (L 4959, off 29) 
 "But" 54 (L 200, off 61) (L 277, off 8) (L 296, off 0) (L 327, off 65) (L 543, off 36) (L 583, off 57) (L 846, off 33) (L 1032, off 10) (L 1054, off 58) (L 1196, off 8) (L 1261, off 28) (L 1296, off 48) (L 1319, off 40) (L 1364, off 55) (L 1380, off 58) (L 1643, off 0) (L 1686, off 46) (L 1696, off 0) (L 1969, off 56) (L 1995, off 0) (L 2107, off 37) (L 2134, off 8) (L 2234, off 66) (L 2333, off 47) (L 2385, off 25) (L 2509, off 23) (L 2516, off 10) (L 2612, off 60) (L 2651, off 44) (L 2708, off 63) (L 2739, off 44) (L 2938, off 28) (L 3119, off 52) (L 3247, off 31) (L 3252, off 45) (L 3343, off 45) (L 3409, off 58) (L 3464, off 45) (L 3586, off 34) (L 3644, off 59) (L 3647, off 0) (L 3773, off 46) (L 3965, off 37) (L 3970, off 19) (L 3996, off 41) (L 4129, off 44) (L 4160, off 17) (L 4348, off 0) (L 4464, off 56) (L 4527, off 27) (L 4542, off 54) (L 4586, off 32) (L 4657, off 46) (L 4692, off 39) 
 "made" 54 (L 148, off 43) (L 195, off 19) (L 228, off 12) (L 379, off 48) (L 563, off 66) (L 584, off 54) (L 613, off 6) (L 625, off 46) (L 719, off 65) (L 793, off 23) (L 802, off 10) (L 880, off 10) (L 1057, off 49) (L 1058, off 40) (L 1583, off 16) (L 1650, off 16) (L 1755, off 13) (L 1814, off 0) (L 1873, off 0) (L 1894, off 23) (L 2140, off 57) (L 2247, off 49) (L 2265, off 34) (L 2369, off 63) (L 2388, off 64) (L 2471, off 49) (L 2488, off 0) (L 2597, off 9) (L 2673, off 0) (L 2679, off 53) (L 2701, off 20) (L 2702, off 0) (L 2770, off 3) (L 2965, off 22) (L 3004, off 9) (L 3043, off 61) (L 3235, off 19) (L 3378, off 39) (L 3501, off 8) (L 3616, off 49) (L 3712, off 49) (L 4009, off 27) (L 4012, off 38) (L 4080, off 0) (L 4133, off 47) (L 4193, off 0) (L 4227, off 22) (L 4250, off 26) (L 4258, off 37) (L 4427, off 8) (L 4508, off 0) (L 4622, off 18) (L 4762, off 43) (L 4771, off 61) 
 "more" 54 (L 185, off 5) (L 204, off 55) (L 309, off 33) (L 334, off 59) (L 362, off 39) (L 379, off 28) (L 583, off 51) (L 620, off 57) (L 913, off 8) (L 1051, off 44) (L 1058, off 57) (L 1402, off 0) (L 1610, off 63) (L 1639, off 23) (L 1689, off 8) (L 1778, off 42) (L 1823, off 60) (L 2007, off 36) (L 2032, off 58) (L 2051, off 29) (L 2257, off 20) (L 2276, off 3) (L 2305, off 45) (L 2550, off 65) (L 2632, off 53) (L 2742, off 15) (L 2814, off 63) (L 2906, off 31) (L 2955, off 49) (L 2965, off 0) (L 2979, off 12) (L 3153, off 62) (L 3342, off 4) (L 3397, off 53) (L 3434, off 63) (L 3497, off 10) (L 3511, off 16) (L 3511, off 37) (L 3583, off 56) (L 3814, off 24) (L 3815, off 64) (L 3819, off 6) (L 3940, off 0) (L 4040, off 62) (L 4109, off 12) (L 4203, off 53) (L 4493, off 38) (L 4518, off 23) (L 4535, off 34) (L 4587, off 34) (L 4692, off 50) (L 4755, off 43) (L 4792, off 59) (L 5171, off 9) 
 "Gutenberg-tm" 55 (L 4917, off 33) (L 4936, off 23) (L 4940, off 0) (L 4944, off 60) (L 4947, off 51) (L 4952, off 22) (L 4954, off 0) (L 4961, off 41) (L 4964, off 0) (L 4965, off 48) (L 4970, off 0) (L 4977, off 0) (L 4978, off 23) (L 4979, off 39) (L 4982, off 0) (L 4990, off 0) (L 4997, off 28) (L 4998, off 31) (L 5008, off 33) (L 5016, off 8) (L 5019, off 33) (L 5023, off 15) (L 5026, off 59) (L 5028, off 47) (L 5034, off 0) (L 5039, off 31) (L 5041, off 31) (L 5045, off 58) (L 5049, off 48) (L 5053, off 34) (L 5057, off 24) (L 5059, off 38) (L 5071, off 53) (L 5075, off 13) (L 5083, off 29) (L 5085, off 60) (L 5089, off 31) (L 5096, off 44) (L 5097, off 44) (L 5108, off 0) (L 5109, off 0) (L 5147, off 28) (L 5149, off 38) (L 5152, off 59) (L 5154, off 8) (L 5157, off 54) (L 5159, off 8) (L 5167, off 36) (L 5170, off 33) (L 5205, off 8) (L 5237, off 46) (L 5240, off 59) (L 5243, off 0) (L 5246, off 8) (L 5256, off 49) 
 "again" 55 (L 263, off 36) (L 580, off 37) (L 594, off 31) (L 676, off 46) (L 1222, off 57) (L 1338, off 4) (L 1379, off 43) (L 1513, off 51) (L 1551, off 8) (L 1574, off 18) (L 1834, off 7) (L 1892, off 0) (L 1932, off 0) (L 1973, off 0) (L 1984, off 32) (L 2002, off 61) (L 2155, off 38) (L 2178, off 18) (L 2310, off 45) (L 2369, off 20) (L 2385, off 49) (L 2394, off 25) (L 2420, off 54) (L 2487, off 47) (L 2496, off 24) (L 2561, off 49) (L 2586, off 10) (L 2682, off 0) (L 2702, off 30) (L 2758, off 24) (L 2804, off 9) (L 2869, off 14) (L 3007, off 16) (L 3116, off 26) (L 3130, off 19) (L 3152, off 46) (L 3195, off 8) (L 3214, off 63) (L 3260, off 29) (L 3318, off 28) (L 3337, off 57) (L 3461, off 25) (L 3466, off 41) (L 3546, off 0) (L 3745, off 0) (L 3918, off 11) (L 3979, off 47) (L 4038, off 5) (L 4211, off 37) (L 4318, off 25) (L 4344, off 58) (L 4360, off 11) (L 4722, off 21) (L 4724, off 57) (L 4726, off 7) 
 "buck" 55 (L 1972, off 59) (L 1978, off 11) (L 1980, off 16) (L 1983, off 4) (L 1985, off 65) (L 1990, off 26) (L 2143, off 31) (L 2217, off 56) (L 2224, off 55) (L 2226, off 67) (L 2264, off 20) (L 2282, off 35) (L 2289, off 16) (L 2412, off 40) (L 2419, off 40) (L 2421, off 16) (L 2422, off 54) (L 2427, off 56) (L 2470, off 21) (L 2471, off 18) (L 2516, off 35) (L 2531, off 12) (L 2532, off 8) (L 2534, off 30) (L 2547, off 21) (L 2547, off 44) (L 2552, off 22) (L 2555, off 11) (L 2560, off 31) (L 2569, off 58) (L 2581, off 27) (L 2584, off 38) (L 2589, off 17) (L 2597, off 4) (L 2601, off 4) (L 2605, off 0) (L 2608, off 57) (L 2619, off 17) (L 2629, off 63) (L 2680, off 32) (L 3310, off 12) (L 3333, off 37) (L 3335, off 8) (L 3337, off 18) (L 3355, off 28) (L 3359, off 38) (L 3367, off 0) (L 3371, off 23) (L 3381, off 44) (L 3394, off 4) (L 3402, off 66) (L 3408, off 4) (L 3444, off 12) (L 4250, off 16) (L 4587, off 20) 
 "moved" 55 (L 172, off 25) (L 315, off 36) (L 368, off 31) (L 421, off 18) (L 457, off 18) (L 536, off 5) (L 597, off 47) (L 602, off 42) (L 645, off 13) (L 657, off 19) (L 709, off 8) (L 781, off 9) (L 1041, off 27) (L 1065, off 0) (L 1103, off 60) (L 1134, off 61) (L 1422, off 34) (L 1430, off 31) (L 1480, off 9) (L 1506, off 11) (L 1840, off 10) (L 1853, off 55) (L 1886, off 35) (L 1924, off 36) (L 1977, off 9) (L 2000, off 0) (L 2415, off 10) (L 2419, off 3) (L 2426, off 58) (L 2538, off 11) (L 2632, off 41) (L 2732, off 19) (L 2836, off 6) (L 2868, off 60) (L 2880, off 41) (L 3197, off 9) (L 3264, off 49) (L 3284, off 15) (L 3447, off 9) (L 3449, off 64) (L 3598, off 21) (L 3655, off 38) (L 3657, off 25) (L 3697, off 25) (L 3872, off 0) (L 4008, off 43) (L 4052, off 3) (L 4135, off 49) (L 4244, off 52) (L 4324, off 19) (L 4360, off 5) (L 4379, off 49) (L 4639, off 66) (L 4832, off 38) (L 4841, off 58) 
 "turned" 55 (L 222, off 56) (L 396, off 23) (L 471, off 23) (L 585, off 63) (L 604, off 17) (L 670, off 51) (L 678, off 26) (L 693, off 65) (L 795, off 38) (L 836, off 42) (L 849, off 63) (L 850, off 45) (L 892, off 32) (L 994, off 45) (L 1263, off 28) (L 1448, off 26) (L 1452, off 58) (L 1749, off 35) (L 1869, off 0) (L 2241, off 0) (L 2285, off 15) (L 2344, off 59) (L 2356, off 29) (L 2390, off 0) (L 2401, off 53) (L 2447, off 56) (L 2750, off 9) (L 2755, off 3) (L 2776, off 20) (L 2831, off 46) (L 2938, off 35) (L 3035, off 47) (L 3068, off 9) (L 3091, off 11) (L 3201, off 0) (L 3215, off 3) (L 3256, off 62) (L 3260, off 45) (L 3262, off 6) (L 3337, off 23) (L 3635, off 12) (L 3936, off 44) (L 3987, off 0) (L 4058, off 3) (L 4222, off 20) (L 4354, off 59) (L 4358, off 9) (L 4453, off 22) (L 4617, off 31) (L 4636, off 60) (L 4655, off 55) (L 4707, off 23) (L 4709, off 6) (L 4736, off 47) (L 4830, off 49) 
 "halted" 56 (L 298, off 37) (L 504, off 0) (L 519, off 34) (L 530, off 0) (L 537, off 28) (L 568, off 4) (L 581, off 18) (L 654, off 24) (L 705, off 51) (L 771, off 54) (L 1007, off 40) (L 1025, off 26) (L 1233, off 13) (L 1369, off 60) (L 1412, off 40) (L 1476, off 28) (L 1482, off 10) (L 1501, off 23) (L 1565, off 0) (L 1612, off 57) (L 1674, off 41) (L 1738, off 24) (L 1785, off 0) (L 1859, off 21) (L 1922, off 0) (L 1952, off 35) (L 1971, off 21) (L 2294, off 61) (L 2328, off 60) (L 2416, off 16) (L 2501, off 60) (L 2506, off 13) (L 2529, off 21) (L 2604, off 51) (L 2746, off 54) (L 2803, off 15) (L 2807, off 21) (L 2892, off 3) (L 2921, off 4) (L 3047, off 44) (L 3067, off 27) (L 3134, off 20) (L 3196, off 9) (L 3197, off 22) (L 3331, off 46) (L 3539, off 50) (L 3707, off 10) (L 3868, off 25) (L 3952, off 4) (L 3988, off 25) (L 4113, off 4) (L 4207, off 27) (L 4287, off 11) (L 4317, off 14) (L 4365, off 34) (L 4681, off 23) 
 "When" 57 (L 435, off 25) (L 485, off 47) (L 503, off 36) (L 602, off 0) (L 615, off 26) (L 624, off 37) (L 656, off 36) (L 680, off 51) (L 751, off 16) (L 842, off 31) (L 943, off 8) (L 1249, off 26) (L 1316, off 6) (L 1480, off 0) (L 1637, off 37) (L 1776, off 11) (L 1809, off 55) (L 1813, off 60) (L 1923, off 66) (L 1946, off 53) (L 2124, off 5) (L 2129, off 32) (L 2198, off 63) (L 2209, off 0) (L 2240, off 8) (L 2410, off 0) (L 2414, off 54) (L 2482, off 0) (L 2524, off 47) (L 2575, off 40) (L 2589, off 8) (L 2746, off 40) (L 3072, off 52) (L 3116, off 0) (L 3122, off 48) (L 3330, off 36) (L 3411, off 48) (L 3532, off 31) (L 3634, off 56) (L 3643, off 53) (L 3689, off 10) (L 3695, off 23) (L 3747, off 16) (L 3756, off 51) (L 3844, off 24) (L 3917, off 39) (L 3971, off 0) (L 3988, off 4) (L 4470, off 53) (L 4491, off 1) (L 4567, off 0) (L 4575, off 57) (L 4689, off 11) (L 4700, off 15) (L 4735, off 0) (L 4800, off 53) (L 4832, off 59) 
