 "'AS-IS'" 1 
 "'Deev'" 1 
 "'Power" 1 
 "'deevs" 1 
 "'sarge'" 1 
 "'topkick" 1 
 "--Remember" 1 
 "ACTUAL" 1 (L 1072, off 18) 
 "cities" 3 (L 63, off 31) (L 288, off 42) (L 624, off 32) 
 "city" 3 (L 424, off 16) (L 552, off 33) (L 622, off 0) 
 "civilization" 3 (L 377, off 7) (L 435, off 49) (L 595, off 48) 
 "colony" 3 (L 214, off 2) (L 222, off 26) (L 829, off 41) 
 "companions" 3 (L 158, off 0) (L 271, off 21) (L 806, off 50) 
 "complying" 3 (L 876, off 7) (L 914, off 13) (L 1171, off 31) 
 "copied" 3 (L 692, off 26) (L 954, off 19) (L 967, off 35) 
 "cost" 3 (L 4, off 31) (L 957, off 38) (L 999, off 48) 
 "creating" 3 (L 927, off 14) (L 942, off 16) (L 1053, off 45) 
 "crowded" 3 (L 257, off 49) (L 512, off 41) (L 740, off 0) 
 "defective" 3 (L 1058, off 38) (L 1082, off 9) (L 1086, off 24) 
 "derivative" 3 (L 877, off 43) (L 927, off 23) (L 942, off 25) 
 "destroy" 3 (L 659, off 29) (L 903, off 0) (L 1029, off 53) 
 "down" 3 (L 82, off 20) (L 191, off 43) (L 331, off 55) 
 "drily" 3 (L 282, off 57) (L 394, off 56) (L 796, off 0) 
 "efforts" 3 (L 1054, off 39) (L 1120, off 22) (L 1130, off 32) 
 "electric" 3 (L 238, off 20) (L 533, off 4) (L 817, off 61) 
 "engines" 3 (L 531, off 11) (L 678, off 17) (L 782, off 27) 
 "entity" 3 (L 907, off 10) (L 1081, off 45) (L 1084, off 3) 
 "execution" 3 (L 695, off 14) (L 711, off 53) (L 796, off 27) 
 "future" 3 (L 917, off 33) (L 1128, off 14) (L 1128, off 50) 
 "glass" 3 (L 185, off 28) (L 341, off 24) (L 659, off 37) 
 "gone" 3 (L 268, off 17) (L 563, off 21) (L 813, off 48) 
 "guards" 3 (L 400, off 11) (L 563, off 41) (L 745, off 11) 
 "having" 3 (L 551, off 54) (L 628, off 0) (L 663, off 0) 
 "head" 3 (L 490, off 4) (L 577, off 51) (L 668, off 19) 
 "high" 3 (L 263, off 48) (L 589, off 27) (L 786, off 4) 
 "history" 3 (L 290, off 25) (L 587, off 44) (L 588, off 62) 
 "hour" 3 (L 338, off 36) (L 456, off 17) (L 578, off 60) 
 "http" 3 (L 25, off 33) (L 858, off 8) (L 861, off 33) 
 "immediate" 3 (L 695, off 4) (L 950, off 0) (L 990, off 16) 
 "included" 3 (L 6, off 30) (L 959, off 51) (L 1204, off 38) 
 "instead" 3 (L 151, off 62) (L 415, off 0) (L 608, off 31) 
 "keep" 3 (L 730, off 11) (L 1174, off 62) (L 1205, off 12) 
 "keeping" 3 (L 393, off 44) (L 931, off 57) (L 933, off 43) 
 "learn" 3 (L 500, off 11) (L 815, off 17) (L 1129, off 16) 
 "leave" 3 (L 141, off 23) (L 153, off 41) (L 622, off 46) 
 "leaving" 3 (L 430, off 8) (L 533, off 45) (L 563, off 27) 
 "limitation" 3 (L 1095, off 31) (L 1096, off 30) (L 1099, off 0) 
 "links" 3 (L 949, off 43) (L 990, off 7) (L 1150, off 51) 
 "lot" 3 (L 292, off 40) (L 541, off 51) (L 915, off 33) 
 "low" 3 (L 313, off 7) (L 331, off 13) (L 734, off 27) 
 "mean" 3 (L 210, off 64) (L 714, off 36) (L 765, off 5) 
 "mechanism" 3 (L 754, off 0) (L 763, off 26) (L 776, off 62) 
 "members" 3 (L 323, off 52) (L 360, off 38) (L 637, off 55) 
 "moment" 3 (L 137, off 8) (L 278, off 15) (L 346, off 14) 
 "money" 3 (L 1026, off 35) (L 1035, off 6) (L 1078, off 24) 
 "much" 3 (L 468, off 17) (L 499, off 5) (L 1174, off 21) 
 "near" 3 (L 88, off 51) (L 95, off 16) (L 735, off 20) 
 "next" 3 (L 404, off 53) (L 578, off 55) (L 801, off 11) 
 "number" 3 (L 1142, off 0) (L 1165, off 15) (L 1190, off 51) 
 "obtain" 3 (L 906, off 40) (L 972, off 0) (L 1044, off 42) 
 "office" 3 (L 202, off 9) (L 1146, off 27) (L 1149, off 24) 
 "officers'" 3 
 "official" 3 (L 997, off 61) (L 998, off 22) (L 1152, off 0) 
 "open" 3 (L 200, off 48) (L 350, off 0) (L 355, off 67) 
 "order" 3 (L 240, off 0) (L 251, off 22) (L 493, off 6) 
 "paragraphs" 3 (L 971, off 32) (L 973, off 26) (L 977, off 22) 
 "payments" 3 (L 1018, off 49) (L 1021, off 2) (L 1191, off 30) 
 "performing" 3 (L 926, off 57) (L 941, off 51) (L 1006, off 0) 
 "permitted" 3 (L 630, off 34) (L 1099, off 11) (L 1143, off 57) 
 "port" 3 (L 60, off 12) (L 315, off 34) (L 836, off 0) 
 "printed" 3 (L 294, off 26) (L 878, off 52) (L 1202, off 59) 
 "probably" 3 (L 442, off 20) (L 541, off 18) (L 581, off 61) 
 "progress" 3 (L 124, off 14) (L 462, off 39) (L 679, off 20) 
 "provided" 3 (L 1011, off 0) (L 1081, off 57) (L 1090, off 33) 
 "public" 3 (L 923, off 35) (L 1164, off 7) (L 1165, off 25) 
 "quartet" 3 (L 166, off 4) (L 668, off 35) (L 689, off 16) 
 "radio" 3 (L 126, off 49) (L 759, off 0) (L 769, off 12) 
 "reading" 3 (L 247, off 15) (L 588, off 0) (L 898, off 8) 
 "receive" 3 (L 874, off 61) (L 1078, off 0) (L 1085, off 15) 
 "red" 3 (L 55, off 41) (L 59, off 50) (L 762, off 27) 
 "references" 3 (L 589, off 61) (L 928, off 4) (L 947, off 33) 
 "removed" 3 (L 746, off 59) (L 928, off 40) (L 947, off 21) 
 "replacement" 3 (L 1035, off 33) (L 1082, off 47) (L 1089, off 39) 
 "reported" 3 (L 129, off 35) (L 567, off 36) (L 1036, off 36) 
 "rescue" 3 (L 577, off 2) (L 612, off 2) (L 706, off 27) 
 "research" 3 (L 46, off 19) (L 878, off 17) (L 1052, off 33) 
 "saluted" 3 (L 420, off 8) (L 467, off 40) (L 483, off 41) 
 "sat" 3 (L 199, off 30) (L 586, off 17) (L 668, off 66) 
 "scout" 3 (L 62, off 62) (L 332, off 18) (L 612, off 33) 
 "second" 3 (L 351, off 22) (L 1084, off 55) (L 1086, off 4) 
 "set-up" 3 (L 267, off 9) (L 501, off 0) (L 572, off 62) 
 "short" 3 (L 175, off 54) (L 493, off 0) (L 621, off 24) 
 "sight" 3 (L 167, off 49) (L 412, off 24) (L 608, off 0) 
 "sign" 3 (L 51, off 30) (L 107, off 43) (L 776, off 35) 
 "silent" 3 (L 701, off 12) (L 724, off 30) (L 785, off 25) 
 "somewhere" 3 (L 367, off 36) (L 451, off 5) (L 721, off 0) 
 "squad" 3 (L 419, off 32) (L 548, off 7) (L 745, off 2) 
 "staff" 3 (L 324, off 0) (L 360, off 32) (L 1187, off 59) 
 "star" 3 (L 214, off 47) (L 222, off 56) (L 663, off 67) 
 "suppose" 3 (L 363, off 30) (L 571, off 64) (L 846, off 0) 
 "switched" 3 (L 97, off 25) (L 136, off 5) (L 702, off 13) 
 "switches" 3 (L 522, off 61) (L 531, off 40) (L 656, off 0) 
 "talk" 3 (L 226, off 10) (L 540, off 26) (L 736, off 29) 
 "thing" 3 (L 379, off 16) (L 614, off 45) (L 817, off 49) 
 "things" 3 (L 736, off 39) (L 913, off 0) (L 915, off 40) 
 "took" 3 (L 233, off 18) (L 748, off 20) (L 752, off 30) 
 "tuned" 3 (L 111, off 62) (L 374, off 31) (L 564, off 5) 
 "two" 3 (L 427, off 39) (L 657, off 50) (L 691, off 15) 
 "understand" 3 (L 244, off 9) (L 383, off 23) (L 899, off 50) 
 "unless" 3 (L 874, off 50) (L 1007, off 0) (L 1204, off 9) 
 "user" 3 (L 1000, off 7) (L 1026, off 51) (L 1029, off 35) 
 "very" 3 (L 455, off 34) (L 809, off 10) (L 876, off 35) 
 "well" 3 (L 219, off 33) (L 399, off 18) (L 426, off 6) 
 "why" 3 (L 70, off 8) (L 312, off 5) (L 414, off 42) 
 "women" 3 (L 190, off 45) (L 228, off 15) (L 352, off 22) 
 "word" 3 (L 233, off 37) (L 463, off 4) (L 995, off 4) 
 "world" 3 (L 4, off 19) (L 306, off 43) (L 957, off 26) 
 "wouldn't" 3 (L 389, off 53) (L 568, off 12) (L 729, off 52) 
 "writing" 3 (L 1027, off 9) (L 1044, off 63) (L 1086, off 62) 
 "you're" 3 (L 133, off 24) (L 133, off 59) (L 448, off 9) 
 "After" 4 (L 137, off 0) (L 223, off 60) (L 323, off 0) (L 410, off 0) 
 "All" 4 (L 471, off 49) (L 512, off 31) (L 548, off 27) (L 807, off 9) 
 "Commander" 4 (L 62, off 24) (L 111, off 35) (L 567, off 48) (L 600, off 23) 
 "Earth's" 4 (L 58, off 7) (L 308, off 0) (L 624, off 24) (L 641, off 45) 
 "Gray" 4 (L 58, off 49) (L 148, off 6) (L 422, off 11) (L 792, off 45) 
 "I'd" 4 (L 388, off 1) (L 576, off 55) (L 773, off 52) (L 796, off 8) 
 "I'm" 4 (L 133, off 48) (L 705, off 1) (L 720, off 12) (L 780, off 1) 
 "Jatoo" 4 (L 629, off 50) (L 633, off 0) (L 669, off 53) (L 684, off 9) 
 "Jovian" 4 (L 435, off 28) (L 590, off 28) (L 592, off 4) (L 642, off 4) 
 "PROJECT" 4 (L 19, off 18) (L 854, off 16) (L 872, off 45) (L 885, off 9) 
 "THE" 4 (L 885, off 0) (L 1070, off 44) (L 1070, off 60) (L 1073, off 46) 
 "Then" 4 (L 133, off 19) (L 279, off 35) (L 473, off 51) (L 827, off 1) 
 "Topkick" 4 (L 204, off 5) (L 304, off 62) (L 334, off 43) (L 337, off 55) 
 "Wallace" 4 (L 62, off 38) (L 111, off 45) (L 567, off 58) (L 600, off 33) 
 "Yes" 4 (L 292, off 1) (L 330, off 56) (L 765, off 47) (L 829, off 1) 
 "Your" 4 (L 382, off 1) (L 557, off 1) (L 560, off 40) (L 629, off 15) 
 "ago" 4 (L 213, off 36) (L 286, off 32) (L 621, off 35) (L 691, off 40) 
 "almost" 4 (L 4, off 45) (L 702, off 63) (L 715, off 15) (L 957, off 52) 
 "also" 4 (L 175, off 41) (L 208, off 42) (L 937, off 59) (L 1086, off 19) 
 "another" 4 (L 85, off 44) (L 182, off 13) (L 222, off 48) (L 664, off 48) 
 "approached" 4 (L 138, off 23) (L 145, off 54) (L 205, off 45) (L 419, off 50) 
 "atmosphere" 4 (L 67, off 41) (L 89, off 15) (L 206, off 0) (L 259, off 52) 
 "because" 4 (L 577, off 20) (L 817, off 6) (L 824, off 7) (L 1120, off 7) 
 "began" 4 (L 418, off 47) (L 489, off 22) (L 637, off 16) (L 642, off 41) 
 "bound" 4 (L 294, off 54) (L 709, off 25) (L 905, off 64) (L 912, off 12) 
 "carried" 4 (L 175, off 46) (L 194, off 0) (L 548, off 49) (L 747, off 47) 
 "charges" 4 (L 636, off 37) (L 645, off 0) (L 680, off 50) (L 968, off 45) 
 "check" 4 (L 8, off 3) (L 940, off 0) (L 961, off 32) (L 1189, off 7) 
 "collection" 4 (L 921, off 59) (L 923, off 13) (L 1054, off 13) (L 1125, off 49) 
 "command" 4 (L 40, off 21) (L 158, off 31) (L 186, off 57) (L 756, off 18) 
 "compliance" 4 (L 931, off 9) (L 1176, off 51) (L 1177, off 37) (L 1205, off 27) 
 "concrete" 4 (L 90, off 0) (L 119, off 51) (L 138, off 10) (L 184, off 45) 
 "copying" 4 (L 871, off 26) (L 926, off 34) (L 941, off 30) (L 1006, off 12) 
 "didn't" 4 (L 320, off 12) (L 399, off 5) (L 530, off 51) (L 609, off 54) 
 "displaying" 4 (L 927, off 0) (L 941, off 39) (L 989, off 12) (L 1005, off 51) 
 "distributed" 4 (L 954, off 29) (L 967, off 46) (L 1166, off 7) (L 1199, off 0) 
 "editions" 4 (L 863, off 8) (L 863, off 56) (L 866, off 30) (L 1203, off 0) 
 "escorted" 4 (L 154, off 8) (L 179, off 31) (L 369, off 16) (L 801, off 45) 
 "even" 4 (L 543, off 0) (L 817, off 33) (L 824, off 15) (L 914, off 0) 
 "fees" 4 (L 968, off 37) (L 1068, off 0) (L 1109, off 16) (L 1174, off 45) 
 "followed" 4 (L 120, off 0) (L 352, off 28) (L 360, off 46) (L 614, off 0) 
 "form" 4 (L 994, off 53) (L 995, off 33) (L 1002, off 24) (L 1166, off 39) 
 "format" 4 (L 934, off 5) (L 996, off 60) (L 997, off 42) (L 1002, off 44) 
 "good" 4 (L 327, off 3) (L 493, off 54) (L 530, off 32) (L 598, off 10) 
 "got" 4 (L 126, off 20) (L 266, off 6) (L 471, off 12) (L 474, off 15) 
 "ground" 4 (L 95, off 25) (L 145, off 43) (L 596, off 5) (L 725, off 62) 
 "half" 4 (L 384, off 31) (L 586, off 24) (L 608, off 64) (L 691, off 25) 
 "help" 4 (L 575, off 60) (L 917, off 14) (L 1130, off 58) (L 1213, off 27) 
 "him" 4 (L 84, off 7) (L 252, off 9) (L 423, off 12) (L 510, off 59) 
 "holder" 4 (L 967, off 10) (L 976, off 37) (L 978, off 42) (L 980, off 44) 
 "individual" 4 (L 922, off 57) (L 924, off 14) (L 964, off 13) (L 975, off 13) 
 "intent" 4 (L 628, off 51) (L 641, off 9) (L 676, off 43) (L 696, off 18) 
 "jeep" 4 (L 461, off 36) (L 466, off 16) (L 471, off 25) (L 542, off 0) 
 "license" 4 (L 871, off 8) (L 881, off 10) (L 893, off 18) (L 900, off 33) 
 "main" 4 (L 530, off 0) (L 531, off 35) (L 835, off 67) (L 1208, off 48) 
 "man" 4 (L 85, off 64) (L 138, off 54) (L 198, off 36) (L 633, off 32) 
 "means" 4 (L 39, off 44) (L 867, off 4) (L 1000, off 31) (L 1000, off 63) 
 "old" 4 (L 193, off 61) (L 845, off 34) (L 863, off 52) (L 1119, off 30) 
 "online" 4 (L 6, off 58) (L 892, off 57) (L 960, off 11) (L 1191, off 23) 
 "operate" 4 (L 437, off 0) (L 529, off 3) (L 544, off 7) (L 544, off 64) 
 "owner" 4 (L 1016, off 9) (L 1046, off 37) (L 1064, off 43) (L 1104, off 10) 
 "party" 4 (L 79, off 0) (L 158, off 58) (L 384, off 45) (L 1065, off 38) 
 "person" 4 (L 907, off 0) (L 1079, off 27) (L 1081, off 35) (L 1083, off 63) 
 "phrase" 4 (L 890, off 50) (L 952, off 13) (L 953, off 0) (L 969, off 54) 
 "place" 4 (L 263, off 16) (L 324, off 42) (L 374, off 59) (L 937, off 31) 
 "pocket" 4 (L 374, off 0) (L 564, off 34) (L 702, off 29) (L 746, off 33) 
 "providing" 4 (L 969, off 18) (L 1009, off 56) (L 1084, off 10) (L 1105, off 0) 
 "requirements" 4 (L 971, off 16) (L 1173, off 19) (L 1175, off 11) (L 1181, off 30) 
 "roadblock" 4 (L 121, off 37) (L 136, off 59) (L 167, off 34) (L 171, off 52) 
 "same" 4 (L 235, off 18) (L 262, off 26) (L 534, off 27) (L 934, off 0) 
 "scientists" 4 (L 808, off 0) (L 814, off 4) (L 815, off 0) (L 829, off 10) 
 "side" 4 (L 107, off 4) (L 278, off 40) (L 473, off 31) (L 669, off 27) 
 "site" 4 (L 998, off 56) (L 1151, off 62) (L 1208, off 29) (L 1211, off 9) 
 "smoke" 4 (L 63, off 44) (L 121, off 0) (L 179, off 58) (L 605, off 59) 
 "states" 4 (L 1094, off 12) (L 1172, off 45) (L 1180, off 54) (L 1182, off 60) 
 "street" 4 (L 430, off 0) (L 443, off 19) (L 458, off 19) (L 473, off 43) 
 "swords" 4 (L 175, off 60) (L 390, off 59) (L 465, off 44) (L 472, off 18) 
 "they're" 4 (L 95, off 36) (L 112, off 57) (L 393, off 36) (L 414, off 4) 
 "think" 4 (L 375, off 54) (L 448, off 3) (L 480, off 13) (L 773, off 46) 
 "though" 4 (L 70, off 45) (L 193, off 32) (L 287, off 40) (L 503, off 18) 
 "travel" 4 (L 209, off 9) (L 312, off 59) (L 330, off 23) (L 647, off 32) 
 "turned" 4 (L 240, off 21) (L 354, off 20) (L 359, off 62) (L 473, off 59) 
 "turret" 4 (L 85, off 12) (L 93, off 52) (L 109, off 52) (L 145, off 20) 
 "until" 4 (L 132, off 49) (L 337, off 25) (L 384, off 17) (L 492, off 20) 
 "used" 4 (L 40, off 39) (L 874, off 15) (L 911, off 0) (L 997, off 49) 
 "voice" 4 (L 99, off 38) (L 359, off 52) (L 705, off 43) (L 734, off 31) 
 "walked" 4 (L 188, off 15) (L 191, off 18) (L 702, off 0) (L 807, off 0) 
 "wall" 4 (L 123, off 60) (L 124, off 45) (L 350, off 50) (L 710, off 10) 
 "whole" 4 (L 263, off 10) (L 292, off 34) (L 303, off 33) (L 481, off 17) 
 "within" 4 (L 1019, off 2) (L 1027, off 32) (L 1036, off 52) (L 1077, off 31) 
 "would" 4 (L 566, off 3) (L 568, off 54) (L 786, off 47) (L 789, off 41) 
 "Information" 5 (L 1023, off 14) (L 1115, off 11) (L 1136, off 11) (L 1160, off 11) (L 1194, off 19) 
 "Jovians" 5 (L 276, off 58) (L 283, off 9) (L 638, off 56) (L 805, off 5) (L 813, off 18) 
 "THIS" 5 (L 19, off 13) (L 854, off 11) (L 886, off 12) (L 886, off 46) (L 1071, off 43) 
 "That's" 5 (L 70, off 1) (L 132, off 1) (L 270, off 1) (L 483, off 53) (L 715, off 34) 
 "anyone" 5 (L 3, off 29) (L 956, off 31) (L 967, off 61) (L 1104, off 58) (L 1198, off 19) 
 "away" 5 (L 5, off 38) (L 52, off 17) (L 126, off 9) (L 475, off 42) (L 958, off 52) 
 "behind" 5 (L 84, off 0) (L 199, off 34) (L 278, off 22) (L 669, off 0) (L 709, off 31) 
 "book" 5 (L 247, off 25) (L 286, off 5) (L 290, off 33) (L 292, off 22) (L 293, off 58) 
 "cannot" 5 (L 691, off 44) (L 1060, off 0) (L 1163, off 38) (L 1180, off 9) (L 1185, off 56) 
 "conference" 5 (L 427, off 13) (L 455, off 47) (L 494, off 31) (L 497, off 6) (L 602, off 31) 
 "contact" 5 (L 130, off 24) (L 1150, off 43) (L 1151, off 5) (L 1152, off 35) (L 1154, off 15) 
 "courtyard" 5 (L 701, off 43) (L 717, off 51) (L 725, off 0) (L 753, off 0) (L 758, off 40) 
 "deserted" 5 (L 67, off 59) (L 200, off 57) (L 312, off 26) (L 315, off 39) (L 448, off 44) 
 "destroyed" 5 (L 317, off 16) (L 591, off 61) (L 622, off 24) (L 624, off 49) (L 807, off 39) 
 "distribute" 5 (L 868, off 42) (L 987, off 38) (L 993, off 30) (L 996, off 6) (L 1042, off 38) 
 "donate" 5 (L 1017, off 12) (L 1178, off 30) (L 1183, off 27) (L 1192, off 0) (L 1192, off 40) 
 "every" 5 (L 39, off 38) (L 51, off 0) (L 324, off 30) (L 389, off 0) (L 558, off 58) 
 "exploration" 5 (L 78, off 55) (L 114, off 19) (L 158, off 46) (L 255, off 35) (L 272, off 32) 
 "find" 5 (L 209, off 64) (L 382, off 16) (L 450, off 65) (L 503, off 8) (L 512, off 65) 
 "following" 5 (L 95, off 44) (L 644, off 22) (L 949, off 11) (L 1019, off 17) (L 1110, off 4) 
 "freely" 5 (L 146, off 27) (L 930, off 35) (L 1126, off 7) (L 1166, off 0) (L 1198, off 0) 
 "give" 5 (L 5, off 30) (L 500, off 34) (L 795, off 14) (L 958, off 44) (L 1084, off 44) 
 "given" 5 (L 178, off 32) (L 407, off 64) (L 538, off 33) (L 558, off 33) (L 878, off 64) 
 "group" 5 (L 51, off 59) (L 83, off 36) (L 429, off 52) (L 638, off 26) (L 1043, off 32) 
 "guard" 5 (L 474, off 26) (L 617, off 44) (L 752, off 8) (L 758, off 4) (L 802, off 15) 
 "guns" 5 (L 86, off 13) (L 95, off 0) (L 103, off 28) (L 316, off 4) (L 606, off 48) 
 "information" 5 (L 500, off 42) (L 1131, off 36) (L 1151, off 13) (L 1154, off 23) (L 1211, off 23) 
 "knew" 5 (L 285, off 30) (L 581, off 37) (L 623, off 12) (L 787, off 55) (L 788, off 40) 
 "left" 5 (L 160, off 58) (L 206, off 62) (L 213, off 15) (L 222, off 19) (L 360, off 13) 
 "long" 5 (L 72, off 33) (L 530, off 66) (L 669, off 9) (L 830, off 44) (L 927, off 61) 
 "lounge" 5 (L 324, off 17) (L 457, off 19) (L 459, off 16) (L 466, off 51) (L 469, off 19) 
 "made" 5 (L 136, off 37) (L 172, off 8) (L 493, off 49) (L 678, off 5) (L 680, off 58) 
 "medium" 5 (L 1030, off 46) (L 1055, off 26) (L 1059, off 6) (L 1080, off 32) (L 1080, off 60) 
 "men" 5 (L 228, off 7) (L 326, off 31) (L 335, off 32) (L 548, off 22) (L 739, off 62) 
 "might" 5 (L 330, off 65) (L 393, off 4) (L 486, off 46) (L 576, off 4) (L 577, off 33) 
 "night" 5 (L 394, off 39) (L 399, off 28) (L 586, off 33) (L 588, off 12) (L 601, off 29) 
 "now" 5 (L 72, off 24) (L 164, off 63) (L 256, off 19) (L 313, off 24) (L 756, off 58) 
 "off" 5 (L 65, off 7) (L 317, off 0) (L 388, off 25) (L 473, off 66) (L 608, off 27) 
 "others" 5 (L 362, off 61) (L 423, off 21) (L 522, off 4) (L 622, off 9) (L 935, off 33) 
 "posted" 5 (L 474, off 36) (L 966, off 39) (L 975, off 64) (L 980, off 0) (L 998, off 8) 
 "protected" 5 (L 866, off 43) (L 880, off 4) (L 965, off 23) (L 1053, off 10) (L 1203, off 44) 
 "read" 5 (L 65, off 45) (L 256, off 39) (L 543, off 37) (L 899, off 44) (L 1060, off 10) 
 "reason" 5 (L 42, off 49) (L 164, off 7) (L 306, off 59) (L 544, off 40) (L 787, off 64) 
 "robot-controlled" 5 (L 66, off 47) (L 106, off 13) (L 113, off 0) (L 170, off 4) (L 607, off 0) 
 "rocket" 5 (L 55, off 65) (L 81, off 46) (L 603, off 7) (L 605, off 13) (L 606, off 7) 
 "should" 5 (L 66, off 33) (L 272, off 59) (L 543, off 12) (L 856, off 16) (L 1021, off 11) 
 "small" 5 (L 166, off 41) (L 706, off 51) (L 817, off 41) (L 1167, off 54) (L 1187, off 53) 
 "space" 5 (L 67, off 0) (L 170, off 21) (L 312, off 53) (L 330, off 17) (L 653, off 57) 
 "station" 5 (L 67, off 12) (L 170, off 33) (L 444, off 34) (L 530, off 13) (L 550, off 55) 
 "still" 5 (L 103, off 33) (L 436, off 47) (L 606, off 17) (L 649, off 0) (L 734, off 52) 
 "suggested" 5 (L 58, off 34) (L 106, off 32) (L 520, off 21) (L 795, off 53) (L 827, off 34) 
 "support" 5 (L 644, off 50) (L 929, off 14) (L 1123, off 25) (L 1164, off 14) (L 1200, off 10) 
 "system" 5 (L 112, off 45) (L 622, off 62) (L 640, off 0) (L 656, off 35) (L 656, off 60) 
 "three" 5 (L 77, off 6) (L 209, off 20) (L 512, off 35) (L 673, off 26) (L 680, off 44) 
 "volunteers" 5 (L 1051, off 25) (L 1106, off 40) (L 1120, off 45) (L 1123, off 44) (L 1148, off 0) 
 "war" 5 (L 267, off 65) (L 275, off 28) (L 276, off 7) (L 278, off 52) (L 435, off 35) 
 "weapons" 5 (L 174, off 28) (L 390, off 36) (L 697, off 37) (L 743, off 20) (L 812, off 10) 
 "where" 5 (L 8, off 33) (L 937, off 37) (L 961, off 62) (L 1176, off 0) (L 1180, off 61) 
 "written" 5 (L 286, off 14) (L 482, off 60) (L 1079, off 0) (L 1081, off 10) (L 1176, off 27) 
 "For" 6 (L 306, off 50) (L 346, off 22) (L 544, off 31) (L 694, off 1) (L 1154, off 0) (L 1198, off 27) 
 "III" 6 (L 149, off 30) (L 211, off 6) (L 214, off 18) (L 255, off 56) (L 578, off 0) (L 679, off 9) 
 "Pebbro" 6 (L 155, off 3) (L 303, off 60) (L 424, off 24) (L 552, off 41) (L 648, off 17) (L 657, off 21) 
 "What" 6 (L 66, off 7) (L 282, off 65) (L 290, off 1) (L 515, off 1) (L 526, off 1) (L 594, off 0) 
 "YOU" 6 (L 886, off 24) (L 1068, off 6) (L 1068, off 21) (L 1070, off 29) (L 1072, off 10) (L 1073, off 27) 
 "across" 6 (L 82, off 54) (L 99, off 55) (L 171, off 41) (L 481, off 8) (L 758, off 29) (L 802, off 30) 
 "armed" 6 (L 170, off 54) (L 173, off 56) (L 400, off 5) (L 548, off 16) (L 563, off 35) (L 653, off 51) 
 "around" 6 (L 128, off 16) (L 137, off 38) (L 391, off 48) (L 411, off 54) (L 474, off 43) (L 740, off 8) 
 "atomic" 6 (L 390, off 29) (L 777, off 61) (L 780, off 12) (L 807, off 13) (L 812, off 3) (L 813, off 31) 
 "brought" 6 (L 125, off 34) (L 238, off 53) (L 241, off 0) (L 327, off 40) (L 410, off 33) (L 683, off 54) 
 "charge" 6 (L 874, off 27) (L 875, off 35) (L 935, off 21) (L 1005, off 14) (L 1009, off 15) (L 1042, off 22) 
 "comply" 6 (L 891, off 26) (L 933, off 0) (L 970, off 62) (L 977, off 5) (L 1007, off 11) (L 1039, off 6) 
 "country" 6 (L 8, off 25) (L 119, off 8) (L 786, off 32) (L 940, off 23) (L 945, off 0) (L 961, off 54) 
 "days" 6 (L 118, off 4) (L 209, off 26) (L 1019, off 12) (L 1027, off 42) (L 1036, off 62) (L 1077, off 41) 
 "deevs" 6 (L 154, off 20) (L 227, off 25) (L 338, off 23) (L 559, off 27) (L 696, off 54) (L 792, off 33) 
 "distribution" 6 (L 889, off 0) (L 976, off 58) (L 1040, off 2) (L 1107, off 26) (L 1110, off 50) (L 1117, off 49) 
 "door" 6 (L 350, off 5) (L 451, off 0) (L 512, off 56) (L 535, off 48) (L 547, off 63) (L 563, off 62) 
 "eBook" 6 (L 3, off 5) (L 6, off 49) (L 876, off 0) (L 876, off 63) (L 956, off 7) (L 960, off 2) 
 "equipment" 6 (L 167, off 12) (L 783, off 0) (L 818, off 62) (L 1060, off 23) (L 1167, off 9) (L 1167, off 38) 
 "glasses" 6 (L 328, off 13) (L 341, off 51) (L 347, off 55) (L 349, off 51) (L 352, off 7) (L 363, off 44) 
 "gun" 6 (L 389, off 6) (L 725, off 43) (L 728, off 11) (L 730, off 20) (L 741, off 26) (L 824, off 27) (L 824, off 63) 
 "hand" 6 (L 149, off 63) (L 151, off 38) (L 294, off 39) (L 294, off 63) (L 741, off 0) (L 748, off 36) (L 757, off 46) 
 "little" 6 (L 51, off 52) (L 104, off 0) (L 474, off 60) (L 747, off 0) (L 757, off 20) (L 782, off 0) 
 "make" 6 (L 362, off 19) (L 636, off 26) (L 789, off 47) (L 1098, off 34) (L 1185, off 63) (L 1212, off 17) 
 "most" 6 (L 3, off 70) (L 174, off 0) (L 239, off 55) (L 913, off 28) (L 938, off 50) (L 957, off 2) 
 "new" 6 (L 302, off 45) (L 575, off 45) (L 814, off 64) (L 1119, off 51) (L 1213, off 44) (L 1214, off 48) 
 "officer" 6 (L 59, off 0) (L 148, off 22) (L 419, off 18) (L 420, off 0) (L 429, off 19) (L 471, off 4) 
 "own" 6 (L 161, off 6) (L 529, off 17) (L 630, off 61) (L 741, off 12) (L 796, off 64) (L 830, off 18) 
 "paid" 6 (L 904, off 19) (L 907, off 29) (L 1018, off 66) (L 1026, off 41) (L 1035, off 12) (L 1078, off 43) 
 "part" 6 (L 174, off 5) (L 436, off 21) (L 870, off 64) (L 898, off 29) (L 984, off 56) (L 988, off 24) 
 "peace" 6 (L 101, off 0) (L 141, off 16) (L 153, off 11) (L 359, off 10) (L 653, off 12) (L 793, off 0) 
 "planet" 6 (L 71, off 12) (L 214, off 33) (L 222, off 38) (L 260, off 0) (L 639, off 41) (L 663, off 53) 
 "ran" 6 (L 59, off 12) (L 121, off 26) (L 235, off 5) (L 375, off 38) (L 459, off 24) (L 481, off 4) 
