 "'----" 1 
 "'AS-IS'" 1 
 "'Come" 1 
 "'Do" 1 
 "'Don't" 1 
 "'He" 1 
 "'Here" 1 
 "'It" 1 
 "'My" 1 
 "'Sides" 1 
 "'Take" 1 
 "'There" 1 
 "'We've" 1 
 "'Why" 1 
 "'bout" 1 
 "'em" 1 
 "'just" 1 
 "'so" 1 
 "--These" 1 
 "--amounting" 1 
 "--caused" 1 (L 3447, off 34) 
 "works" 32 (L 3851, off 13) (L 3852, off 62) (L 3857, off 24) (L 3862, off 54) (L 3874, off 27) (L 3881, off 24) (L 3888, off 54) (L 3898, off 65) (L 3901, off 24) (L 3903, off 11) (L 3907, off 35) (L 3908, off 0) (L 3912, off 34) (L 3915, off 26) (L 3916, off 0) (L 3927, off 36) (L 3964, off 59) (L 3991, off 61) (L 3995, off 58) (L 3999, off 34) (L 4015, off 16) (L 4017, off 2) (L 4025, off 39) (L 4028, off 41) (L 4038, off 0) (L 4040, off 11) (L 4090, off 52) (L 4093, off 11) (L 4103, off 11) (L 4150, off 52) (L 4179, off 69) (L 4182, off 48) 
 "another" 33 (L 294, off 11) (L 632, off 21) (L 689, off 22) (L 710, off 61) (L 818, off 38) (L 885, off 59) (L 894, off 8) (L 933, off 48) (L 1098, off 54) (L 1144, off 33) (L 1145, off 56) (L 1147, off 18) (L 1203, off 30) (L 1306, off 15) (L 1400, off 3) (L 1498, off 64) (L 1548, off 64) (L 1565, off 9) (L 2006, off 55) (L 2035, off 44) (L 2074, off 13) (L 2107, off 0) (L 2116, off 52) (L 2118, off 45) (L 2126, off 0) (L 2320, off 45) (L 2446, off 4) (L 2538, off 41) (L 3148, off 56) (L 3201, off 16) (L 3491, off 36) (L 3605, off 37) (L 3641, off 55) 
 "days" 33 (L 273, off 18) (L 409, off 19) (L 452, off 31) (L 705, off 8) (L 717, off 19) (L 864, off 19) (L 903, off 4) (L 962, off 37) (L 1427, off 38) (L 1428, off 37) (L 1507, off 37) (L 1719, off 25) (L 1950, off 49) (L 2227, off 19) (L 2299, off 41) (L 2970, off 45) (L 3099, off 8) (L 3204, off 6) (L 3257, off 54) (L 3275, off 31) (L 3340, off 66) (L 3354, off 58) (L 3356, off 11) (L 3426, off 54) (L 3429, off 31) (L 3433, off 36) (L 3598, off 46) (L 3745, off 25) (L 3788, off 28) (L 4004, off 12) (L 4012, off 42) (L 4021, off 62) (L 4062, off 41) 
 "horses" 33 (L 563, off 53) (L 565, off 0) (L 854, off 6) (L 860, off 30) (L 973, off 34) (L 1140, off 17) (L 1154, off 26) (L 1223, off 4) (L 1225, off 37) (L 1319, off 25) (L 1362, off 52) (L 1375, off 24) (L 1417, off 22) (L 1466, off 62) (L 1643, off 40) (L 1735, off 0) (L 1787, off 0) (L 1927, off 28) (L 2032, off 39) (L 2099, off 59) (L 2147, off 36) (L 2265, off 34) (L 2555, off 44) (L 2728, off 55) (L 3022, off 15) (L 3490, off 59) (L 3527, off 63) (L 3671, off 52) (L 3673, off 42) (L 3683, off 27) (L 3693, off 5) (L 3696, off 5) (L 3766, off 65) 
 "many" 33 (L 104, off 52) (L 106, off 24) (L 121, off 32) (L 124, off 3) (L 125, off 0) (L 274, off 14) (L 275, off 55) (L 330, off 51) (L 400, off 5) (L 477, off 29) (L 581, off 63) (L 809, off 15) (L 939, off 3) (L 1015, off 42) (L 1050, off 63) (L 1149, off 0) (L 1222, off 15) (L 1356, off 36) (L 1412, off 52) (L 1432, off 28) (L 1672, off 0) (L 1830, off 37) (L 1968, off 60) (L 2215, off 22) (L 2450, off 21) (L 2659, off 20) (L 2692, off 58) (L 2824, off 9) (L 2849, off 20) (L 2882, off 43) (L 3813, off 58) (L 3817, off 0) (L 4159, off 40) 
 "said" 33 (L 422, off 43) (L 550, off 15) (L 1122, off 12) (L 1128, off 0) (L 1550, off 31) (L 2741, off 33) (L 2863, off 42) (L 3094, off 65) (L 3101, off 26) (L 3149, off 63) (L 3157, off 61) (L 3159, off 6) (L 3161, off 31) (L 3184, off 0) (L 3198, off 43) (L 3217, off 8) (L 3224, off 12) (L 3227, off 0) (L 3239, off 25) (L 3241, off 18) (L 3250, off 52) (L 3252, off 64) (L 3278, off 36) (L 3294, off 56) (L 3308, off 3) (L 3421, off 9) (L 3424, off 9) (L 3463, off 46) (L 3464, off 55) (L 3469, off 52) (L 3502, off 13) (L 3517, off 40) (L 3534, off 22) 
 "told" 33 (L 402, off 16) (L 981, off 60) (L 1143, off 6) (L 1166, off 18) (L 1353, off 0) (L 1713, off 42) (L 1930, off 50) (L 2440, off 67) (L 2462, off 9) (L 2514, off 33) (L 2524, off 52) (L 2587, off 14) (L 2629, off 26) (L 2635, off 48) (L 2662, off 40) (L 2756, off 42) (L 2794, off 56) (L 2855, off 56) (L 2861, off 50) (L 3027, off 22) (L 3156, off 23) (L 3180, off 37) (L 3201, off 63) (L 3208, off 28) (L 3225, off 25) (L 3237, off 15) (L 3248, off 8) (L 3348, off 11) (L 3416, off 21) (L 3454, off 12) (L 3466, off 7) (L 3472, off 45) (L 3511, off 62) 
 "town" 33 (L 412, off 66) (L 427, off 51) (L 464, off 28) (L 482, off 38) (L 502, off 25) (L 521, off 22) (L 524, off 26) (L 535, off 59) (L 644, off 20) (L 649, off 36) (L 680, off 49) (L 746, off 6) (L 769, off 50) (L 1017, off 20) (L 1022, off 16) (L 1247, off 45) (L 1264, off 45) (L 1283, off 42) (L 1319, off 57) (L 1404, off 26) (L 2077, off 34) (L 2080, off 58) (L 2088, off 43) (L 2235, off 58) (L 2266, off 13) (L 2327, off 49) (L 2507, off 4) (L 2519, off 54) (L 2545, off 8) (L 2963, off 57) (L 3112, off 16) (L 3743, off 37) (L 3752, off 31) 
 "Samuels" 34 (L 227, off 18) (L 294, off 56) (L 296, off 5) (L 342, off 23) (L 346, off 47) (L 354, off 47) (L 369, off 41) (L 372, off 34) (L 949, off 57) (L 976, off 4) (L 979, off 4) (L 997, off 28) (L 1673, off 20) (L 1682, off 52) (L 1811, off 10) (L 1817, off 25) (L 1824, off 63) (L 1836, off 38) (L 1849, off 33) (L 1854, off 64) (L 1861, off 45) (L 1905, off 4) (L 2427, off 46) (L 2429, off 36) (L 2433, off 43) (L 2440, off 13) (L 2440, off 59) (L 2457, off 36) (L 2598, off 17) (L 2854, off 25) (L 2857, off 5) (L 3284, off 31) (L 3607, off 14) (L 3755, off 46) 
 "again" 34 (L 361, off 6) (L 375, off 59) (L 603, off 0) (L 685, off 43) (L 699, off 40) (L 707, off 54) (L 732, off 64) (L 795, off 55) (L 797, off 54) (L 816, off 10) (L 905, off 59) (L 992, off 52) (L 1004, off 6) (L 1167, off 40) (L 1284, off 65) (L 1331, off 47) (L 1365, off 55) (L 1639, off 26) (L 1657, off 62) (L 1764, off 18) (L 1889, off 56) (L 1934, off 66) (L 2005, off 31) (L 2311, off 25) (L 2357, off 29) (L 2703, off 49) (L 2865, off 16) (L 3173, off 28) (L 3365, off 32) (L 3407, off 63) (L 3631, off 51) (L 3670, off 58) (L 3694, off 11) (L 3768, off 39) 
 "purpose" 34 (L 111, off 15) (L 296, off 58) (L 347, off 50) (L 603, off 42) (L 913, off 59) (L 1217, off 47) (L 1274, off 4) (L 1352, off 57) (L 1396, off 22) (L 1598, off 25) (L 1640, off 9) (L 1705, off 23) (L 1713, off 60) (L 1951, off 18) (L 1993, off 38) (L 2073, off 57) (L 2162, off 58) (L 2213, off 4) (L 2338, off 32) (L 2386, off 4) (L 2473, off 48) (L 2657, off 14) (L 2964, off 0) (L 2983, off 0) (L 3040, off 0) (L 3073, off 56) (L 3136, off 34) (L 3418, off 4) (L 3451, off 14) (L 3608, off 20) (L 3669, off 16) (L 3706, off 18) (L 3756, off 31) (L 3862, off 15) 
 "pursuit" 34 (L 556, off 59) (L 591, off 8) (L 608, off 8) (L 901, off 18) (L 1002, off 36) (L 1033, off 40) (L 1037, off 29) (L 1093, off 62) (L 1099, off 27) (L 1110, off 37) (L 1114, off 12) (L 1322, off 44) (L 1325, off 27) (L 1427, off 4) (L 1499, off 0) (L 1602, off 11) (L 1649, off 29) (L 1658, off 4) (L 1937, off 40) (L 2036, off 12) (L 2037, off 41) (L 2093, off 0) (L 2100, off 49) (L 2105, off 0) (L 2192, off 57) (L 2195, off 54) (L 2218, off 60) (L 2267, off 51) (L 2300, off 0) (L 2384, off 4) (L 3012, off 53) (L 3593, off 0) (L 3604, off 39) (L 3709, off 0) 
 "shot" 34 (L 508, off 25) (L 517, off 64) (L 539, off 42) (L 626, off 51) (L 647, off 32) (L 667, off 67) (L 689, off 30) (L 762, off 27) (L 771, off 43) (L 781, off 47) (L 820, off 33) (L 859, off 54) (L 899, off 50) (L 916, off 59) (L 982, off 46) (L 1054, off 57) (L 1055, off 49) (L 1084, off 20) (L 1220, off 10) (L 1363, off 21) (L 1424, off 58) (L 1537, off 63) (L 1555, off 0) (L 1833, off 24) (L 2262, off 32) (L 2567, off 23) (L 2568, off 4) (L 2664, off 24) (L 2872, off 26) (L 3165, off 0) (L 3549, off 40) (L 3653, off 49) (L 3813, off 6) (L 3818, off 48) 
 "without" 34 (L 316, off 46) (L 371, off 38) (L 490, off 39) (L 542, off 10) (L 564, off 64) (L 647, off 42) (L 688, off 25) (L 728, off 56) (L 751, off 0) (L 851, off 63) (L 882, off 17) (L 1427, off 48) (L 1481, off 63) (L 1564, off 14) (L 1640, off 17) (L 1712, off 53) (L 1779, off 38) (L 1842, off 45) (L 1844, off 56) (L 2268, off 47) (L 2565, off 51) (L 2644, off 29) (L 2855, off 22) (L 3591, off 41) (L 3641, off 0) (L 3815, off 43) (L 3854, off 7) (L 3854, off 30) (L 3899, off 5) (L 3920, off 13) (L 3953, off 18) (L 3973, off 54) (L 4072, off 0) (L 4148, off 53) 
 "being" 35 (L 331, off 54) (L 334, off 36) (L 659, off 48) (L 892, off 62) (L 1045, off 12) (L 1069, off 56) (L 1081, off 38) (L 1260, off 51) (L 1313, off 26) (L 1330, off 0) (L 1544, off 28) (L 1573, off 15) (L 1769, off 62) (L 1779, off 46) (L 1952, off 24) (L 1971, off 10) (L 2022, off 16) (L 2042, off 30) (L 2045, off 4) (L 2062, off 12) (L 2274, off 26) (L 2287, off 12) (L 2401, off 60) (L 2408, off 19) (L 2410, off 28) (L 2626, off 6) (L 2816, off 10) (L 2822, off 65) (L 3027, off 16) (L 3040, off 40) (L 3065, off 59) (L 3124, off 23) (L 3608, off 44) (L 3648, off 33) (L 3734, off 43) 
 "Cole" 36 (L 280, off 41) (L 506, off 64) (L 1021, off 42) (L 1026, off 6) (L 1078, off 39) (L 1082, off 24) (L 1304, off 22) (L 1315, off 62) (L 1399, off 26) (L 1451, off 19) (L 1524, off 18) (L 1550, off 51) (L 1554, off 27) (L 1621, off 42) (L 1629, off 10) (L 1956, off 63) (L 1978, off 4) (L 2061, off 14) (L 2071, off 53) (L 2104, off 50) (L 2128, off 49) (L 2157, off 29) (L 2173, off 54) (L 2225, off 54) (L 2230, off 12) (L 3152, off 35) (L 3161, off 26) (L 3170, off 25) (L 3180, off 32) (L 3188, off 63) (L 3193, off 26) (L 3203, off 51) (L 3210, off 52) (L 3217, off 3) (L 3234, off 28) (L 3258, off 63) 
 "Jim" 36 (L 530, off 55) (L 1021, off 59) (L 1395, off 49) (L 1451, off 11) (L 1454, off 43) (L 1524, off 10) (L 1546, off 0) (L 1627, off 58) (L 1785, off 20) (L 1956, off 50) (L 1957, off 0) (L 1982, off 64) (L 2128, off 63) (L 2230, off 18) (L 2262, off 16) (L 2275, off 26) (L 2323, off 33) (L 2445, off 46) (L 2621, off 47) (L 2628, off 27) (L 2640, off 60) (L 2672, off 46) (L 2704, off 10) (L 2798, off 68) (L 2869, off 12) (L 2965, off 53) (L 3045, off 38) (L 3152, off 41) (L 3158, off 21) (L 3164, off 58) (L 3170, off 34) (L 3192, off 43) (L 3549, off 22) (L 3710, off 35) (L 3722, off 42) (L 3765, off 60) 
 "following" 36 (L 479, off 35) (L 499, off 7) (L 632, off 7) (L 908, off 21) (L 1001, off 17) (L 1448, off 8) (L 1648, off 13) (L 1651, off 46) (L 1762, off 15) (L 1875, off 51) (L 2006, off 35) (L 2048, off 47) (L 2316, off 44) (L 2395, off 44) (L 2458, off 0) (L 2466, off 50) (L 2480, off 13) (L 2670, off 7) (L 2702, off 62) (L 2924, off 4) (L 2931, off 34) (L 2964, off 55) (L 2975, off 12) (L 3115, off 50) (L 3139, off 46) (L 3225, off 38) (L 3318, off 4) (L 3459, off 33) (L 3620, off 0) (L 3681, off 15) (L 3684, off 10) (L 3712, off 52) (L 3770, off 0) (L 3934, off 11) (L 4004, off 17) (L 4095, off 4) 
 "hundred" 36 (L 351, off 48) (L 428, off 25) (L 428, off 60) (L 501, off 0) (L 525, off 0) (L 571, off 64) (L 628, off 32) (L 748, off 26) (L 768, off 47) (L 866, off 46) (L 1051, off 20) (L 1053, off 49) (L 1153, off 30) (L 1161, off 41) (L 1248, off 4) (L 1279, off 31) (L 1415, off 25) (L 1435, off 64) (L 1491, off 35) (L 1501, off 4) (L 1769, off 0) (L 1966, off 29) (L 2096, off 45) (L 2284, off 10) (L 2293, off 23) (L 2337, off 17) (L 2367, off 27) (L 2392, off 49) (L 2428, off 62) (L 2451, off 5) (L 2556, off 41) (L 2612, off 53) (L 2813, off 32) (L 2830, off 27) (L 3670, off 36) (L 3672, off 39) 
 "more" 36 (L 111, off 27) (L 332, off 24) (L 366, off 18) (L 378, off 7) (L 393, off 35) (L 817, off 0) (L 858, off 0) (L 863, off 50) (L 997, off 10) (L 1001, off 61) (L 1139, off 56) (L 1359, off 39) (L 1391, off 0) (L 1504, off 66) (L 1604, off 45) (L 1712, off 31) (L 1871, off 27) (L 2292, off 39) (L 2355, off 24) (L 2540, off 0) (L 2610, off 36) (L 2639, off 7) (L 2811, off 7) (L 2812, off 40) (L 2896, off 12) (L 2955, off 11) (L 3112, off 41) (L 3273, off 22) (L 3298, off 56) (L 3298, off 65) (L 3357, off 57) (L 3371, off 12) (L 3483, off 28) (L 3524, off 41) (L 3640, off 26) (L 4114, off 22) 
 "nearly" 36 (L 431, off 58) (L 547, off 23) (L 586, off 20) (L 628, off 21) (L 634, off 24) (L 793, off 8) (L 832, off 47) (L 838, off 42) (L 866, off 33) (L 902, off 18) (L 911, off 0) (L 924, off 23) (L 937, off 44) (L 1053, off 38) (L 1066, off 34) (L 1092, off 8) (L 1115, off 21) (L 1118, off 9) (L 1130, off 60) (L 1249, off 14) (L 1272, off 50) (L 1346, off 22) (L 1351, off 47) (L 1500, off 61) (L 1987, off 15) (L 2143, off 0) (L 2171, off 55) (L 2176, off 59) (L 2570, off 20) (L 2612, off 42) (L 3087, off 34) (L 3632, off 14) (L 3783, off 0) (L 3791, off 46) (L 3795, off 19) (L 3862, off 4) 
 "outlaws" 36 (L 101, off 53) (L 112, off 23) (L 128, off 10) (L 281, off 6) (L 298, off 0) (L 1201, off 4) (L 1271, off 51) (L 1378, off 17) (L 1428, off 0) (L 1635, off 0) (L 1644, off 8) (L 1649, off 54) (L 1653, off 4) (L 1745, off 38) (L 1799, off 25) (L 1890, off 27) (L 1954, off 0) (L 2007, off 7) (L 2088, off 15) (L 2101, off 43) (L 2119, off 5) (L 2203, off 45) (L 2217, off 32) (L 2277, off 18) (L 2517, off 26) (L 2529, off 4) (L 2571, off 0) (L 3013, off 33) (L 3050, off 29) (L 3590, off 7) (L 3642, off 4) (L 3653, off 41) (L 3668, off 62) (L 3707, off 42) (L 3776, off 35) (L 3794, off 0) 
 "day" 37 (L 499, off 17) (L 523, off 37) (L 547, off 34) (L 612, off 28) (L 632, off 17) (L 645, off 14) (L 694, off 14) (L 767, off 29) (L 861, off 36) (L 1001, off 27) (L 1125, off 52) (L 1345, off 51) (L 1351, off 31) (L 1407, off 0) (L 1604, off 12) (L 1648, off 23) (L 1652, off 22) (L 1654, off 57) (L 1681, off 53) (L 1739, off 47) (L 1753, off 35) (L 1861, off 0) (L 2013, off 37) (L 2048, off 57) (L 2323, off 4) (L 2458, off 10) (L 2459, off 63) (L 2777, off 23) (L 2790, off 61) (L 2960, off 12) (L 2964, off 51) (L 3115, off 60) (L 3246, off 0) (L 3289, off 45) (L 3349, off 30) (L 3456, off 11) (L 3488, off 55) 
 "passengers" 37 (L 760, off 0) (L 763, off 42) (L 1467, off 15) (L 1479, off 0) (L 1481, off 34) (L 1536, off 0) (L 1541, off 4) (L 1544, off 52) (L 1550, off 12) (L 1565, off 59) (L 1627, off 32) (L 1631, off 40) (L 1634, off 24) (L 1963, off 21) (L 1972, off 49) (L 1976, off 54) (L 1980, off 0) (L 1983, off 61) (L 1987, off 57) (L 1994, off 0) (L 2030, off 0) (L 2034, off 12) (L 2155, off 46) (L 2162, off 35) (L 2354, off 0) (L 2710, off 39) (L 2726, off 11) (L 2734, off 61) (L 2744, off 4) (L 2759, off 4) (L 2794, off 0) (L 2795, off 0) (L 2997, off 18) (L 3005, off 9) (L 3623, off 50) (L 3633, off 60) (L 3657, off 37) 
 "soon" 37 (L 346, off 61) (L 544, off 9) (L 545, off 65) (L 588, off 49) (L 666, off 41) (L 683, off 48) (L 753, off 26) (L 818, off 67) (L 918, off 30) (L 998, off 0) (L 1196, off 22) (L 1398, off 17) (L 1488, off 55) (L 1497, off 36) (L 1650, off 0) (L 1674, off 39) (L 1734, off 37) (L 1939, off 46) (L 1954, off 28) (L 2174, off 25) (L 2210, off 47) (L 2223, off 15) (L 2280, off 54) (L 2361, off 16) (L 2475, off 13) (L 2535, off 13) (L 2574, off 23) (L 2942, off 19) (L 2942, off 37) (L 3056, off 39) (L 3302, off 3) (L 3313, off 0) (L 3458, off 9) (L 3491, off 27) (L 3526, off 8) (L 3545, off 64) (L 3724, off 0) 
 "This" 38 (L 3, off 0) (L 27, off 42) (L 374, off 36) (L 483, off 17) (L 557, off 9) (L 644, off 8) (L 646, off 36) (L 665, off 7) (L 730, off 64) (L 782, off 56) (L 978, off 14) (L 1137, off 0) (L 1202, off 0) (L 1219, off 66) (L 1468, off 34) (L 1867, off 0) (L 1914, off 41) (L 1933, off 0) (L 2028, off 60) (L 2098, off 22) (L 2159, off 40) (L 2276, off 37) (L 2410, off 23) (L 2498, off 34) (L 2538, off 50) (L 3027, off 65) (L 3141, off 0) (L 3243, off 55) (L 3245, off 16) (L 3495, off 26) (L 3536, off 40) (L 3641, off 16) (L 3807, off 0) (L 3839, off 6) (L 3840, off 0) (L 3844, off 42) (L 3941, off 2) (L 4196, off 0) 
 "never" 38 (L 107, off 31) (L 123, off 10) (L 293, off 30) (L 311, off 5) (L 454, off 4) (L 488, off 61) (L 510, off 25) (L 515, off 58) (L 559, off 19) (L 575, off 0) (L 797, off 41) (L 1167, off 22) (L 1426, off 54) (L 1433, off 23) (L 1452, off 40) (L 1460, off 17) (L 1687, off 16) (L 1748, off 31) (L 2296, off 32) (L 2610, off 10) (L 2652, off 30) (L 2680, off 51) (L 2832, off 22) (L 2833, off 42) (L 2892, off 55) (L 2898, off 0) (L 2964, off 27) (L 3048, off 39) (L 3082, off 48) (L 3126, off 0) (L 3164, off 38) (L 3225, off 59) (L 3257, off 31) (L 3426, off 64) (L 3607, off 37) (L 3813, off 0) (L 3824, off 10) (L 3824, off 46) 
 "such" 38 (L 280, off 20) (L 414, off 50) (L 473, off 35) (L 492, off 21) (L 657, off 54) (L 691, off 54) (L 774, off 43) (L 791, off 45) (L 883, off 40) (L 1160, off 54) (L 1213, off 32) (L 1361, off 49) (L 1423, off 33) (L 1582, off 35) (L 1670, off 11) (L 1882, off 40) (L 1971, off 31) (L 1975, off 30) (L 2178, off 25) (L 2206, off 53) (L 2210, off 24) (L 2322, off 0) (L 2599, off 59) (L 2682, off 31) (L 2928, off 10) (L 2968, off 63) (L 3330, off 44) (L 3610, off 32) (L 3734, off 52) (L 3736, off 25) (L 3756, off 53) (L 3794, off 25) (L 3799, off 54) (L 3862, off 23) (L 4006, off 39) (L 4014, off 28) (L 4041, off 19) (L 4167, off 55) 
 "than" 38 (L 111, off 32) (L 332, off 29) (L 359, off 24) (L 411, off 44) (L 488, off 19) (L 516, off 46) (L 612, off 0) (L 628, off 54) (L 858, off 5) (L 943, off 6) (L 1001, off 66) (L 1018, off 21) (L 1030, off 25) (L 1139, off 61) (L 1359, off 44) (L 1505, off 0) (L 1553, off 49) (L 1604, off 50) (L 1712, off 36) (L 1719, off 63) (L 1911, off 47) (L 2355, off 29) (L 2445, off 0) (L 2610, off 41) (L 2639, off 12) (L 2811, off 12) (L 2812, off 45) (L 2955, off 16) (L 3050, off 46) (L 3112, off 53) (L 3272, off 48) (L 3296, off 7) (L 3357, off 62) (L 3524, off 46) (L 3542, off 39) (L 3672, off 30) (L 3982, off 6) (L 4028, off 66) 
 "very" 38 (L 287, off 30) (L 712, off 14) (L 727, off 19) (L 775, off 67) (L 778, off 6) (L 835, off 62) (L 922, off 64) (L 939, off 50) (L 991, off 29) (L 1090, off 19) (L 1216, off 0) (L 1436, off 47) (L 1598, off 51) (L 1601, off 6) (L 1864, off 47) (L 2120, off 60) (L 2171, off 36) (L 2280, off 49) (L 2353, off 15) (L 2452, off 40) (L 2697, off 30) (L 2769, off 42) (L 2812, off 21) (L 2814, off 6) (L 2837, off 51) (L 2853, off 52) (L 2895, off 17) (L 3036, off 62) (L 3060, off 36) (L 3157, off 30) (L 3179, off 15) (L 3191, off 36) (L 3336, off 39) (L 3402, off 63) (L 3447, off 45) (L 3469, off 59) (L 3725, off 34) (L 3861, off 35) 
 "whom" 38 (L 122, off 33) (L 331, off 26) (L 356, off 30) (L 358, off 7) (L 395, off 42) (L 431, off 44) (L 434, off 67) (L 486, off 0) (L 503, off 21) (L 517, off 0) (L 684, off 47) (L 793, off 38) (L 833, off 21) (L 841, off 50) (L 846, off 22) (L 967, off 29) (L 1115, off 50) (L 1237, off 37) (L 1461, off 63) (L 1481, off 46) (L 1573, off 54) (L 1722, off 23) (L 1726, off 33) (L 1855, off 35) (L 1963, off 42) (L 1986, off 0) (L 2143, off 57) (L 2446, off 18) (L 2452, off 63) (L 2543, off 7) (L 3137, off 0) (L 3233, off 63) (L 3301, off 25) (L 3320, off 27) (L 3545, off 40) (L 3625, off 42) (L 3765, off 25) (L 3892, off 20) 
 "miles" 39 (L 507, off 13) (L 560, off 42) (L 575, off 33) (L 618, off 56) (L 636, off 32) (L 641, off 54) (L 838, off 56) (L 862, off 6) (L 902, off 31) (L 924, off 43) (L 1248, off 12) (L 1377, off 14) (L 1455, off 59) (L 1526, off 24) (L 1651, off 23) (L 1683, off 30) (L 1779, off 16) (L 1910, off 43) (L 1957, off 63) (L 2015, off 19) (L 2096, off 53) (L 2284, off 28) (L 2300, off 45) (L 2327, off 21) (L 2459, off 25) (L 2505, off 27) (L 2561, off 33) (L 2575, off 53) (L 2718, off 56) (L 2878, off 0) (L 2882, off 48) (L 2976, off 42) (L 3032, off 0) (L 3329, off 13) (L 3366, off 47) (L 3367, off 30) (L 3386, off 15) (L 3742, off 31) (L 3747, off 0) 
 "over" 39 (L 353, off 7) (L 422, off 17) (L 500, off 32) (L 781, off 0) (L 847, off 54) (L 852, off 43) (L 1000, off 0) (L 1004, off 20) (L 1145, off 48) (L 1147, off 4) (L 1154, off 38) (L 1228, off 57) (L 1373, off 31) (L 1376, off 35) (L 1458, off 67) (L 1491, off 26) (L 1501, off 45) (L 1536, off 26) (L 1779, off 5) (L 1794, off 31) (L 1863, off 39) (L 1976, off 40) (L 2168, off 26) (L 2645, off 32) (L 2732, off 20) (L 2769, off 52) (L 2853, off 0) (L 3092, off 0) (L 3102, off 61) (L 3239, off 16) (L 3251, off 43) (L 3292, off 57) (L 3304, off 43) (L 3486, off 39) (L 3507, off 32) (L 3509, off 23) (L 3510, off 25) (L 3526, off 23) (L 3618, off 17) 
 "part" 39 (L 103, off 15) (L 341, off 4) (L 506, off 21) (L 583, off 67) (L 615, off 13) (L 677, off 13) (L 778, off 64) (L 821, off 0) (L 953, off 7) (L 1068, off 64) (L 1145, off 64) (L 1150, off 0) (L 1196, off 51) (L 1286, off 50) (L 1295, off 14) (L 1298, off 10) (L 1323, off 38) (L 1326, off 8) (L 1415, off 60) (L 1596, off 9) (L 1673, off 52) (L 1705, off 42) (L 1768, off 17) (L 2075, off 0) (L 2181, off 59) (L 2417, off 7) (L 2431, off 4) (L 2525, off 0) (L 2702, off 0) (L 2962, off 52) (L 3034, off 35) (L 3054, off 27) (L 3134, off 13) (L 3254, off 63) (L 3729, off 0) (L 3855, off 64) (L 3883, off 29) (L 3969, off 56) (L 3973, off 24) 
 "pistol" 39 (L 525, off 48) (L 661, off 22) (L 663, off 58) (L 687, off 59) (L 771, off 36) (L 772, off 60) (L 853, off 12) (L 870, off 23) (L 916, off 48) (L 1218, off 8) (L 1317, off 4) (L 1363, off 14) (L 1368, off 33) (L 1424, off 51) (L 1549, off 40) (L 1622, off 16) (L 1685, off 5) (L 1694, off 17) (L 1729, off 12) (L 1731, off 13) (L 2247, off 44) (L 2252, off 0) (L 2341, off 8) (L 2426, off 60) (L 2596, off 23) (L 2628, off 0) (L 2985, off 61) (L 2999, off 2) (L 3085, off 12) (L 3218, off 2) (L 3295, off 44) (L 3305, off 14) (L 3307, off 17) (L 3420, off 23) (L 3490, off 29) (L 3514, off 56) (L 3526, off 55) (L 3637, off 52) (L 3663, off 55) 
 "went" 39 (L 495, off 49) (L 511, off 44) (L 556, off 51) (L 707, off 60) (L 733, off 4) (L 781, off 20) (L 823, off 34) (L 900, off 14) (L 906, off 19) (L 914, off 17) (L 1002, off 28) (L 1181, off 66) (L 1200, off 28) (L 1322, off 36) (L 1325, off 54) (L 1411, off 21) (L 1490, off 5) (L 1734, off 13) (L 1782, off 33) (L 1913, off 42) (L 2049, off 59) (L 2175, off 15) (L 2360, off 36) (L 2442, off 47) (L 2504, off 60) (L 2522, off 0) (L 2523, off 60) (L 2761, off 59) (L 2884, off 28) (L 2888, off 36) (L 2966, off 30) (L 3136, off 7) (L 3468, off 28) (L 3487, off 57) (L 3510, off 17) (L 3518, off 18) (L 3656, off 17) (L 3705, off 2) (L 3708, off 24) 
 "THE" 40 (L 21, off 42) (L 55, off 0) (L 58, off 0) (L 65, off 0) (L 141, off 13) (L 173, off 0) (L 260, off 0) (L 387, off 0) (L 461, off 0) (L 804, off 24) (L 829, off 0) (L 1105, off 0) (L 1120, off 37) (L 1339, off 11) (L 1339, off 27) (L 1386, off 11) (L 1515, off 0) (L 1591, off 0) (L 1663, off 30) (L 1804, off 0) (L 1804, off 14) (L 1945, off 0) (L 2001, off 0) (L 2067, off 0) (L 2112, off 0) (L 2200, off 0) (L 2688, off 11) (L 2806, off 28) (L 2921, off 0) (L 3131, off 18) (L 3439, off 24) (L 3568, off 0) (L 3570, off 42) (L 3570, off 56) (L 3679, off 15) (L 3837, off 40) (L 3870, off 0) (L 4055, off 44) (L 4055, off 60) (L 4058, off 46) 
 "five" 40 (L 586, off 27) (L 618, off 51) (L 636, off 27) (L 754, off 39) (L 815, off 0) (L 848, off 46) (L 982, off 62) (L 1261, off 11) (L 1266, off 15) (L 1301, off 42) (L 1303, off 21) (L 1319, off 36) (L 1403, off 16) (L 1455, off 54) (L 1522, off 65) (L 1526, off 19) (L 1541, off 62) (L 1594, off 59) (L 1605, off 35) (L 1640, off 53) (L 1768, off 66) (L 1808, off 22) (L 1910, off 38) (L 1965, off 56) (L 1970, off 15) (L 2445, off 5) (L 2618, off 55) (L 2633, off 33) (L 2656, off 0) (L 2732, off 25) (L 2812, off 50) (L 2829, off 45) (L 2996, off 21) (L 3426, off 49) (L 3429, off 26) (L 3524, off 51) (L 3745, off 20) (L 3805, off 55) (L 3808, off 10) (L 3810, off 24) 
